Ano,Município,Sexo,Salário,SaldoMov
2007,110020,01,328930,1768
2007,110020,02,184450,668
2007,120040,01,-34271,-92
2007,120040,02,-70767,-127
2007,130260,01,2915287,14571
2007,130260,02,1257205,6751
2007,140010,01,408245,951
2007,140010,02,143002,333
2007,150080,01,413658,1724
2007,150080,02,234450,781
2007,150140,01,-1703059,4094
2007,150140,02,58318,3073
2007,150420,01,922650,2025
2007,150420,02,236054,535
2007,150553,01,1137971,1652
2007,150553,02,358979,677
2007,150810,01,2461337,3188
2007,150810,02,79607,209
2007,160030,01,209698,961
2007,160030,02,82488,408
2007,172100,01,270769,1249
2007,172100,02,98549,526
2007,210530,01,417046,1333
2007,210530,02,71014,434
2007,211130,01,3705562,7625
2007,211130,02,1473590,2792
2007,221100,01,829448,3514
2007,221100,02,362873,1580
2007,230370,01,-627840,-412
2007,230370,02,-1479987,-1711
2007,230440,01,1051230,15326
2007,230440,02,1196551,8706
2007,230765,01,-106570,1627
2007,230765,02,89203,493
2007,240800,01,1019574,1513
2007,240800,02,484923,1073
2007,240810,01,1066106,6145
2007,240810,02,1279157,5257
2007,250400,01,567446,2090
2007,250400,02,48948,616
2007,250750,01,393557,3671
2007,250750,02,455214,1493
2007,260290,01,-839184,63
2007,260290,02,-104106,215
2007,260410,01,572217,1916
2007,260410,02,757223,1808
2007,260720,01,734862,2332
2007,260720,02,-100814,107
2007,260790,01,887877,3240
2007,260790,02,464488,1160
2007,260960,01,890333,2547
2007,260960,02,251973,999
2007,261110,01,71253,1536
2007,261110,02,-9070,854
2007,261160,01,3552153,12228
2007,261160,02,1862488,6613
2007,270430,01,-2096552,-676
2007,270430,02,45514,1388
2007,280030,01,-825834,2821
2007,280030,02,-201813,674
2007,290570,01,-1420791,3085
2007,290570,02,-142558,275
2007,291080,01,705185,2471
2007,291080,02,497018,1493
2007,291920,01,1501664,4914
2007,291920,02,214643,875
2007,292740,01,-939136,11055
2007,292740,02,2160016,7949
2007,292920,01,-438775,23
2007,292920,02,35689,14
2007,293070,01,259900,1031
2007,293070,02,-72088,87
2007,293330,01,-397013,808
2007,293330,02,-220030,491
2007,310400,01,472884,605
2007,310400,02,145371,277
2007,310620,01,3818677,29666
2007,310620,02,7279369,25805
2007,310670,01,4182538,8397
2007,310670,02,665047,1769
2007,311860,01,-3328322,4423
2007,311860,02,-2212771,-1281
2007,312230,01,-223997,703
2007,312230,02,161785,934
2007,312510,01,8259,129
2007,312510,02,85139,207
2007,312770,01,-448303,500
2007,312770,02,19374,382
2007,313130,01,675970,3656
2007,313130,02,96114,600
2007,313170,01,478775,1368
2007,313170,02,116163,268
2007,313670,01,186781,2904
2007,313670,02,331850,1874
2007,314330,01,-203302,1787
2007,314330,02,-110128,821
2007,314480,01,1858395,2939
2007,314480,02,475210,647
2007,314610,01,207890,515
2007,314610,02,71753,190
2007,315180,01,-258864,898
2007,315180,02,138457,771
2007,315250,01,-88780,1339
2007,315250,02,20685,487
2007,316720,01,232625,1661
2007,316720,02,283769,857
2007,317010,01,-466279,266
2007,317010,02,-224690,393
2007,317020,01,-399705,4870
2007,317020,02,841874,3955
2007,317070,01,429873,972
2007,317070,02,86916,601
2007,320060,01,-1454959,235
2007,320060,02,-117005,343
2007,320120,01,-12389492,-100
2007,320120,02,-361723,699
2007,320130,01,369692,2108
2007,320130,02,-142630,689
2007,320320,01,-902344,568
2007,320320,02,-292159,798
2007,320430,01,-2881,15
2007,320430,02,1375,4
2007,320500,01,-4667060,491
2007,320500,02,-540862,1068
2007,320520,01,-811330,2055
2007,320520,02,38435,2162
2007,320530,01,-1194842,4020
2007,320530,02,-417889,3972
2007,330010,01,-1113166,305
2007,330010,02,165538,471
2007,330040,01,-863956,227
2007,330040,02,-410207,88
2007,330045,01,-53900,405
2007,330045,02,72440,215
2007,330070,01,168304,1122
2007,330070,02,95654,672
2007,330100,01,-2221286,-218
2007,330100,02,-1844770,-2372
2007,330170,01,111585,5226
2007,330170,02,2529514,4167
2007,330200,01,579393,773
2007,330200,02,141447,356
2007,330240,01,1238096,5169
2007,330240,02,1590705,1627
2007,330270,01,158121,346
2007,330270,02,123531,166
2007,330330,01,-3819304,1527
2007,330330,02,258310,2511
2007,330340,01,-27010,882
2007,330340,02,82220,434
2007,330350,01,202101,2035
2007,330350,02,1550365,2805
2007,330390,01,-74925,1129
2007,330390,02,194487,862
2007,330415,01,-30975,-18
2007,330415,02,-50387,-56
2007,330420,01,313443,1462
2007,330420,02,-27345,335
2007,330452,01,104752,288
2007,330452,02,146182,229
2007,330455,01,12643296,52735
2007,330455,02,3736725,31451
2007,330490,01,287765,2712
2007,330490,02,40479,840
2007,330500,01,18055,163
2007,330500,02,3082,1
2007,330510,01,106711,1057
2007,330510,02,129650,772
2007,330580,01,2516615,1373
2007,330580,02,-116413,544
2007,330630,01,-1589975,1523
2007,330630,02,-344562,974
2007,350160,01,-294874,1800
2007,350160,02,566326,1654
2007,350280,01,6023,928
2007,350280,02,91209,505
2007,350320,01,967030,3466
2007,350320,02,692913,1997
2007,350330,01,971313,1931
2007,350330,02,350541,626
2007,350410,01,709012,1113
2007,350410,02,221648,704
2007,350570,01,945825,7465
2007,350570,02,5082976,9568
2007,350600,01,1504876,3892
2007,350600,02,564693,1814
2007,350760,01,385850,858
2007,350760,02,309441,826
2007,350920,01,-390410,515
2007,350920,02,-418409,-460
2007,350950,01,504110,8958
2007,350950,02,2653006,8314
2007,351060,01,661503,1469
2007,351060,02,546822,1503
2007,351300,01,1397216,3104
2007,351300,02,961223,1841
2007,351350,01,-1199441,675
2007,351350,02,92378,362
2007,351380,01,1024673,4263
2007,351380,02,-148120,1322
2007,351500,01,1627091,2847
2007,351500,02,586807,1259
2007,351620,01,-1137310,668
2007,351620,02,-38590,1032
2007,351840,01,-937408,-112
2007,351840,02,104030,754
2007,351870,01,334194,1247
2007,351870,02,-3493,510
2007,351880,01,1010433,10871
2007,351880,02,1346513,5279
2007,351907,01,1851112,1851
2007,351907,02,647260,510
2007,352050,01,2595757,2789
2007,352050,02,2559427,2537
2007,352250,01,501360,1004
2007,352250,02,271678,580
2007,352310,01,-77917,1181
2007,352310,02,178825,548
2007,352340,01,192248,1099
2007,352340,02,130951,554
2007,352390,01,1632218,2276
2007,352390,02,934653,1366
2007,352440,01,-388487,877
2007,352440,02,276895,669
2007,352470,01,-1721813,1340
2007,352470,02,335434,1614
2007,352590,01,1930559,5646
2007,352590,02,1886229,5733
2007,352690,01,-20757,2136
2007,352690,02,375527,1275
2007,352730,01,472867,762
2007,352730,02,396250,560
2007,352900,01,178108,1231
2007,352900,02,84172,494
2007,352940,01,-367854,1393
2007,352940,02,13690,582
2007,353060,01,1710386,3767
2007,353060,02,995671,2390
2007,353070,01,-570369,902
2007,353070,02,223110,664
2007,353080,01,70037,788
2007,353080,02,181091,535
2007,353440,01,-16830,4995
2007,353440,02,1564124,4664
2007,353650,01,1033451,1561
2007,353650,02,-207074,447
2007,353800,01,1007280,1582
2007,353800,02,173407,320
2007,353870,01,1826889,5257
2007,353870,02,965718,2748
2007,353980,01,1826030,1174
2007,353980,02,674797,1529
2007,354100,01,-111123,496
2007,354100,02,250888,519
2007,354140,01,-987768,990
2007,354140,02,-242512,841
2007,354340,01,1204350,5982
2007,354340,02,684427,3888
2007,354390,01,447318,2594
2007,354390,02,809614,1865
2007,354520,01,-126526,512
2007,354520,02,190510,583
2007,354580,01,-124045,682
2007,354580,02,375417,825
2007,354730,01,1729185,2265
2007,354730,02,-225201,-235
2007,354780,01,2845662,6264
2007,354780,02,2027226,4540
2007,354850,01,-854915,3229
2007,354850,02,-606819,1658
2007,354870,01,129571,8712
2007,354870,02,2361065,5615
2007,354880,01,1041197,2279
2007,354880,02,27351,9
2007,354890,01,271093,1767
2007,354890,02,166192,849
2007,354980,01,-786445,3080
2007,354980,02,431692,2905
2007,354990,01,4451477,9977
2007,354990,02,2116563,4955
2007,355030,01,58664666,137580
2007,355030,02,40958611,96870
2007,355070,01,-121258,219
2007,355070,02,-87568,207
2007,355100,01,-248202,1216
2007,355100,02,52073,937
2007,355170,01,3812754,4236
2007,355170,02,514645,1076
2007,355220,01,2155640,5915
2007,355220,02,925367,2699
2007,355240,01,2110716,2337
2007,355240,02,595493,876
2007,355250,01,-752611,561
2007,355250,02,460375,766
2007,355280,01,1281800,3265
2007,355280,02,114795,1137
2007,355410,01,1126538,2517
2007,355410,02,-70470,1012
2007,355620,01,432325,822
2007,355620,02,309082,517
2007,355670,01,234096,946
2007,355670,02,184412,673
2007,410180,01,-95938,1022
2007,410180,02,265744,490
2007,410480,01,76825,2785
2007,410480,02,467451,1668
2007,410690,01,-324317,17441
2007,410690,02,452846,13131
2007,410830,01,-964134,491
2007,410830,02,59311,861
2007,410940,01,-250344,503
2007,410940,02,-33410,200
2007,411370,01,-846820,3323
2007,411370,02,137013,2668
2007,411520,01,-191363,3185
2007,411520,02,326188,2722
2007,411820,01,84794,689
2007,411820,02,103201,375
2007,411915,01,1260273,2086
2007,411915,02,577367,1225
2007,411990,01,1253793,3256
2007,411990,02,241573,763
2007,412550,01,566631,4412
2007,412550,02,221876,1463
2007,412770,01,-672099,679
2007,412770,02,-368402,1251
2007,420240,01,-952725,2533
2007,420240,02,-290253,2492
2007,420290,01,-126151,1379
2007,420290,02,214754,906
2007,420420,01,834463,2859
2007,420420,02,805988,2718
2007,420460,01,-449755,728
2007,420460,02,-23588,509
2007,420540,01,-158571,3189
2007,420540,02,1764712,5016
2007,420820,01,-1022701,1704
2007,420820,02,-120474,1695
2007,420890,01,1427319,3784
2007,420890,02,18594,2257
2007,420910,01,-1299937,5570
2007,420910,02,716180,4747
2007,420930,01,-306700,190
2007,420930,02,-24724,236
2007,421660,01,856008,3027
2007,421660,02,1083083,3221
2007,430210,01,-64727,1356
2007,430210,02,277531,974
2007,430310,01,-123537,963
2007,430310,02,-138666,284
2007,430460,01,-498950,1874
2007,430460,02,117052,1074
2007,430510,01,1728596,7170
2007,430510,02,1119459,4500
2007,430920,01,316092,2802
2007,430920,02,336284,1146
2007,430930,01,-103112,273
2007,430930,02,81133,308
2007,431340,01,-1371998,915
2007,431340,02,-324934,1281
2007,431410,01,517712,1722
2007,431410,02,-5378,791
2007,431440,01,-653644,1206
2007,431440,02,272357,1465
2007,431490,01,-741642,11929
2007,431490,02,-1361013,8054
2007,431560,01,-40427,853
2007,431560,02,224965,634
2007,431680,01,-890654,411
2007,431680,02,-1204982,-1037
2007,431690,01,-293155,850
2007,431690,02,-170645,584
2007,431870,01,397462,1396
2007,431870,02,-392234,246
2007,432200,01,72471,535
2007,432200,02,25613,59
2007,500270,01,-309144,3707
2007,500270,02,485200,2179
2007,500370,01,-590608,642
2007,500370,02,-157349,436
2007,500830,01,1634118,3116
2007,500830,02,207314,877
2007,510340,01,944014,4226
2007,510340,02,463656,2113
2007,510760,01,-307028,1033
2007,510760,02,-63886,408
2007,510840,01,651030,2088
2007,510840,02,226154,841
2007,520110,01,-280324,2187
2007,520110,02,6044,903
2007,520140,01,-158545,2912
2007,520140,02,304755,1199
2007,520510,01,1355053,2094
2007,520510,02,300534,635
2007,520870,01,-2684064,6781
2007,520870,02,-1311017,3828
2007,521880,01,101984,2116
2007,521880,02,51842,626
2007,530010,01,-5907971,12320
2007,530010,02,-4868317,4044
2008,110020,01,1046202,2560
2008,110020,02,534999,1336
2008,120040,01,-663197,221
2008,120040,02,-607129,-89
2008,130260,01,-5506014,6060
2008,130260,02,-539846,3613
2008,140010,01,-439316,-116
2008,140010,02,188457,565
2008,150080,01,-969996,34
2008,150080,02,-134375,420
2008,150140,01,-338322,6353
2008,150140,02,-260726,2331
2008,150420,01,-1537319,-1263
2008,150420,02,357210,743
2008,150553,01,2751348,3648
2008,150553,02,277451,551
2008,150810,01,55745,348
2008,150810,02,66154,131
2008,160030,01,-763758,1271
2008,160030,02,83879,726
2008,172100,01,509119,1463
2008,172100,02,313296,512
2008,210530,01,252859,1465
2008,210530,02,-16520,497
2008,211130,01,4532702,10069
2008,211130,02,1512138,2601
2008,221100,01,2544834,6856
2008,221100,02,793688,2176
2008,230370,01,664604,1284
2008,230370,02,80015,100
2008,230440,01,3522869,16846
2008,230440,02,4280552,13166
2008,230765,01,-537323,875
2008,230765,02,248127,820
2008,240800,01,619432,1694
2008,240800,02,237275,624
2008,240810,01,1978711,6616
2008,240810,02,1666397,4677
2008,250400,01,322854,1352
2008,250400,02,244659,720
2008,250750,01,310364,2875
2008,250750,02,577567,1730
2008,260290,01,1831817,2268
2008,260290,02,136885,325
2008,260410,01,622356,1415
2008,260410,02,684624,1300
2008,260720,01,2009136,2513
2008,260720,02,176239,349
2008,260790,01,1388030,3524
2008,260790,02,880220,1860
2008,260960,01,107976,1290
2008,260960,02,3914,424
2008,261110,01,212365,1380
2008,261110,02,175812,764
2008,261160,01,4617174,15337
2008,261160,02,2805434,8750
2008,270430,01,-444072,2074
2008,270430,02,-499298,167
2008,280030,01,530342,3779
2008,280030,02,893585,2297
2008,290570,01,-7522914,-1797
2008,290570,02,-438723,5
2008,291080,01,842043,2845
2008,291080,02,241560,1222
2008,291920,01,-163004,1769
2008,291920,02,-1483127,-3177
2008,292740,01,-502751,14735
2008,292740,02,2585206,8757
2008,292920,01,123732,606
2008,292920,02,18291,10
2008,293070,01,-947504,-92
2008,293070,02,-58015,124
2008,293330,01,-327319,765
2008,293330,02,-496138,-2
2008,310400,01,193673,415
2008,310400,02,148374,498
2008,310620,01,2735031,24805
2008,310620,02,7345891,22515
2008,310670,01,-2935094,1047
2008,310670,02,299204,1155
2008,311860,01,-4452290,1845
2008,311860,02,912068,3300
2008,312230,01,-513233,521
2008,312230,02,60691,587
2008,312510,01,128284,385
2008,312510,02,170990,301
2008,312770,01,-1058001,-43
2008,312770,02,-154724,285
2008,313130,01,529878,2972
2008,313130,02,597008,1308
2008,313170,01,-321765,-61
2008,313170,02,51601,311
2008,313670,01,-391923,2154
2008,313670,02,1027608,3209
2008,314330,01,-401989,1063
2008,314330,02,96930,1019
2008,314480,01,-696160,608
2008,314480,02,551979,893
2008,314610,01,-741004,-350
2008,314610,02,-9540,137
2008,315180,01,-100038,1197
2008,315180,02,294033,1070
2008,315250,01,447819,824
2008,315250,02,117085,552
2008,316720,01,-633562,517
2008,316720,02,377571,1090
2008,317010,01,-755842,592
2008,317010,02,301069,1158
2008,317020,01,-1347631,4388
2008,317020,02,999215,4924
2008,317070,01,-597309,-229
2008,317070,02,-276529,183
2008,320060,01,-1839145,-601
2008,320060,02,-9526,44
2008,320120,01,-710017,630
2008,320120,02,-197213,512
2008,320130,01,-878534,759
2008,320130,02,-108794,801
2008,320320,01,-1501938,-441
2008,320320,02,-112375,656
2008,320430,01,3765,13
2008,320430,02,-1370,1
2008,320500,01,-643733,3589
2008,320500,02,515171,2225
2008,320520,01,2031912,3925
2008,320520,02,144195,2085
2008,320530,01,335176,4772
2008,320530,02,-820123,3051
2008,330010,01,-633782,304
2008,330010,02,-47775,287
2008,330040,01,55161,1101
2008,330040,02,28961,785
2008,330045,01,-8877,221
2008,330045,02,66277,225
2008,330070,01,-440197,374
2008,330070,02,-48415,158
2008,330100,01,-215825,1219
2008,330100,02,149704,770
2008,330170,01,-1375901,6371
2008,330170,02,1226380,3486
2008,330200,01,2120601,1110
2008,330200,02,1342016,777
2008,330240,01,873213,8698
2008,330240,02,1034496,1315
2008,330270,01,11400,144
2008,330270,02,-28474,67
2008,330330,01,2926504,6325
2008,330330,02,366835,2928
2008,330340,01,140238,1367
2008,330340,02,439743,1062
2008,330350,01,-1272272,111
2008,330350,02,298405,1652
2008,330390,01,238244,1742
2008,330390,02,529779,1132
2008,330415,01,-32232,-25
2008,330415,02,16554,50
2008,330420,01,1648443,1794
2008,330420,02,237876,529
2008,330452,01,672847,1008
2008,330452,02,254466,385
2008,330455,01,21795392,56620
2008,330455,02,5010644,27527
2008,330490,01,-400733,1727
2008,330490,02,74402,929
2008,330500,01,305233,641
2008,330500,02,53426,87
2008,330510,01,-198243,711
2008,330510,02,243951,912
2008,330580,01,-202518,581
2008,330580,02,-106452,410
2008,330630,01,-1915811,1104
2008,330630,02,17119,1807
2008,350160,01,-1580623,496
2008,350160,02,461916,1718
2008,350280,01,-553994,734
2008,350280,02,-104290,752
2008,350320,01,-1205021,522
2008,350320,02,723484,1429
2008,350330,01,699999,1457
2008,350330,02,85116,582
2008,350410,01,47129,937
2008,350410,02,551921,1063
2008,350570,01,3564548,6231
2008,350570,02,-1986509,818
2008,350600,01,779150,2762
2008,350600,02,868154,2408
2008,350760,01,-323057,408
2008,350760,02,219730,663
2008,350920,01,-2091026,-1131
2008,350920,02,-784799,-97
2008,350950,01,-111401,8004
2008,350950,02,306397,6286
2008,351060,01,468334,1294
2008,351060,02,583967,1367
2008,351300,01,-59614,1828
2008,351300,02,745614,2011
2008,351350,01,-2732846,78
2008,351350,02,166750,418
2008,351380,01,-2618483,847
2008,351380,02,-13668,1198
2008,351500,01,780551,1287
2008,351500,02,433650,771
2008,351620,01,-1648047,-630
2008,351620,02,-465306,301
2008,351840,01,-334812,147
2008,351840,02,-535225,355
2008,351870,01,-276023,913
2008,351870,02,21865,777
2008,351880,01,-3411114,5048
2008,351880,02,1046870,5310
2008,351907,01,-406410,845
2008,351907,02,487355,711
2008,352050,01,-301325,803
2008,352050,02,357246,1276
2008,352250,01,145005,653
2008,352250,02,395111,562
2008,352310,01,-876314,-106
2008,352310,02,40122,415
2008,352340,01,-502629,529
2008,352340,02,310179,884
2008,352390,01,656557,1324
2008,352390,02,1186512,2221
2008,352440,01,-1602741,646
2008,352440,02,100660,738
2008,352470,01,-392430,480
2008,352470,02,-831153,-58
2008,352590,01,-3401824,3384
2008,352590,02,809295,4343
2008,352690,01,-1248965,377
2008,352690,02,567550,1634
2008,352730,01,233759,622
2008,352730,02,194488,392
2008,352900,01,412265,1602
2008,352900,02,291851,1068
2008,352940,01,-143523,1751
2008,352940,02,47857,583
2008,353060,01,849944,2618
2008,353060,02,1103741,2903
2008,353070,01,-1280134,257
2008,353070,02,424368,824
2008,353080,01,-564860,325
2008,353080,02,314472,820
2008,353440,01,-1669711,2163
2008,353440,02,1241873,3400
2008,353650,01,-408052,1102
2008,353650,02,393272,628
2008,353800,01,675215,1072
2008,353800,02,273926,449
2008,353870,01,747404,3164
2008,353870,02,1406335,2765
2008,353980,01,1171069,1996
2008,353980,02,2020148,3424
2008,354100,01,190786,653
2008,354100,02,307459,669
2008,354140,01,111288,1936
2008,354140,02,86370,1297
2008,354340,01,1823668,6413
2008,354340,02,786576,4057
2008,354390,01,-2047311,-456
2008,354390,02,358552,1246
2008,354520,01,-245322,285
2008,354520,02,169558,531
2008,354580,01,-1341285,512
2008,354580,02,818871,1623
2008,354730,01,1250691,1911
2008,354730,02,302056,1031
2008,354780,01,-344887,4561
2008,354780,02,183341,2747
2008,354850,01,-780207,3623
2008,354850,02,546095,3112
2008,354870,01,-3200466,5324
2008,354870,02,2226397,6027
2008,354880,01,-636208,1347
2008,354880,02,799438,1810
2008,354890,01,-1672715,-434
2008,354890,02,322258,941
2008,354980,01,126030,3881
2008,354980,02,376693,2877
2008,354990,01,-707933,6628
2008,354990,02,3042099,7046
2008,355030,01,41438465,122935
2008,355030,02,57466701,109689
2008,355070,01,-336370,-53
2008,355070,02,-22427,296
2008,355100,01,-1495958,335
2008,355100,02,-247109,580
2008,355170,01,-981068,325
2008,355170,02,366000,652
2008,355220,01,1899381,5995
2008,355220,02,1125682,3813
2008,355240,01,628850,1230
2008,355240,02,741561,964
2008,355250,01,-1221250,-39
2008,355250,02,508180,848
2008,355280,01,-2634,1318
2008,355280,02,472747,1355
2008,355410,01,1109467,2516
2008,355410,02,138858,906
2008,355620,01,-4596,720
2008,355620,02,584527,771
2008,355670,01,-206360,419
2008,355670,02,-56789,579
2008,410180,01,1119015,2272
2008,410180,02,362654,898
2008,410480,01,-879599,1491
2008,410480,02,-171828,1370
2008,410690,01,-5027760,13416
2008,410690,02,3191823,14796
2008,410830,01,26896,1127
2008,410830,02,266901,808
2008,410940,01,-498523,336
2008,410940,02,-29360,355
2008,411370,01,-1043319,4674
2008,411370,02,-241469,3551
2008,411520,01,-132727,3803
2008,411520,02,955022,4854
2008,411820,01,-920709,-482
2008,411820,02,-78528,146
2008,411915,01,-709902,305
2008,411915,02,304415,858
2008,411990,01,296311,1820
2008,411990,02,306346,1228
2008,412550,01,-1890654,2808
2008,412550,02,717487,2241
2008,412770,01,-551489,925
2008,412770,02,-164008,1214
2008,420240,01,-1823266,1522
2008,420240,02,-1775806,1866
2008,420290,01,-368308,927
2008,420290,02,-36326,738
2008,420420,01,-148749,1951
2008,420420,02,951610,2655
2008,420460,01,-254327,1022
2008,420460,02,306154,1166
2008,420540,01,-2175852,2880
2008,420540,02,-381211,2532
2008,420820,01,-1827490,156
2008,420820,02,-509429,1304
2008,420890,01,-227960,1793
2008,420890,02,741830,2326
2008,420910,01,-4624129,2641
2008,420910,02,682185,4734
2008,420930,01,-507468,64
2008,420930,02,31562,538
2008,421660,01,1560049,3999
2008,421660,02,1168002,3669
2008,430210,01,-118662,831
2008,430210,02,216373,1006
2008,430310,01,475149,1338
2008,430310,02,454092,1073
2008,430460,01,-1456126,1134
2008,430460,02,147428,1188
2008,430510,01,-1282154,4494
2008,430510,02,88829,3366
2008,430920,01,-529829,899
2008,430920,02,-114830,367
2008,430930,01,-2111871,-1660
2008,430930,02,-259253,-284
2008,431340,01,-2370456,-666
2008,431340,02,-526455,853
2008,431410,01,163126,1544
2008,431410,02,176052,1405
2008,431440,01,-1866958,984
2008,431440,02,-953394,358
2008,431490,01,-3004254,11354
2008,431490,02,2360760,12779
2008,431560,01,-874952,394
2008,431560,02,78510,479
2008,431680,01,-1051985,-4
2008,431680,02,-254760,660
2008,431690,01,50098,1615
2008,431690,02,-525608,519
2008,431870,01,-885928,286
2008,431870,02,490765,2010
2008,432200,01,-2731405,-843
2008,432200,02,-45489,-59
2008,500270,01,1338754,5591
2008,500270,02,1076317,3468
2008,500370,01,-82852,806
2008,500370,02,507896,1437
2008,500830,01,-232864,-890
2008,500830,02,-29764,23
2008,510340,01,1829265,5344
2008,510340,02,534971,2678
2008,510760,01,-865301,337
2008,510760,02,-106306,381
2008,510840,01,-567647,642
2008,510840,02,218173,792
2008,520110,01,-367618,2435
2008,520110,02,11372,1187
2008,520140,01,18330,4380
2008,520140,02,747602,2571
2008,520510,01,569260,1264
2008,520510,02,357502,823
2008,520870,01,-3411601,9634
2008,520870,02,-225212,8022
2008,521880,01,-1151939,143
2008,521880,02,-99278,313
2008,530010,01,1254067,15325
2008,530010,02,3349462,10920
2009,110020,01,16814070,16721
2009,110020,02,2170188,4022
2009,120040,01,775798,1293
2009,120040,02,381107,188
2009,130260,01,-14010666,-347
2009,130260,02,-3428285,188
2009,140010,01,274212,879
2009,140010,02,46021,236
2009,150080,01,-503924,858
2009,150080,02,-547096,-161
2009,150140,01,-5311162,3161
2009,150140,02,-133716,3841
2009,150420,01,-280175,2006
2009,150420,02,-133465,89
2009,150553,01,-2319041,-75
2009,150553,02,-212909,282
2009,150810,01,-2295277,-2092
2009,150810,02,-53047,-66
2009,160030,01,-534900,611
2009,160030,02,-264578,155
2009,172100,01,-20092,1258
2009,172100,02,153590,572
2009,210530,01,-895981,-630
2009,210530,02,-124480,83
2009,211130,01,-15711798,-8291
2009,211130,02,-1118073,730
2009,221100,01,3225656,7772
2009,221100,02,585043,1868
2009,230370,01,-136098,244
2009,230370,02,152668,310
2009,230440,01,7476711,21984
2009,230440,02,5596103,13407
2009,230765,01,362938,2126
2009,230765,02,524274,1368
2009,240800,01,-998527,-280
2009,240800,02,210758,652
2009,240810,01,-1939271,1520
2009,240810,02,-380505,1239
2009,250400,01,86126,377
2009,250400,02,294479,965
2009,250750,01,1287327,4715
2009,250750,02,339445,1691
2009,260290,01,-1055555,-694
2009,260290,02,105486,139
2009,260410,01,92849,893
2009,260410,02,499742,1259
2009,260720,01,4180845,4279
2009,260720,02,455732,513
2009,260790,01,-9687,2190
2009,260790,02,123760,958
2009,260960,01,-27388,1297
2009,260960,02,496042,1579
2009,261110,01,-751437,221
2009,261110,02,-323918,606
2009,261160,01,-91102,13161
2009,261160,02,732298,7114
2009,270430,01,2018747,6099
2009,270430,02,-27705,1383
2009,280030,01,1182001,4059
2009,280030,02,1187949,1961
2009,290570,01,-4744768,303
2009,290570,02,-658942,-50
2009,291080,01,2416254,5575
2009,291080,02,350865,1333
2009,291920,01,2345909,4340
2009,291920,02,771459,1482
2009,292740,01,3003666,23813
2009,292740,02,-735620,8973
2009,292920,01,268841,1788
2009,292920,02,-65382,65
2009,293070,01,-1553411,38
2009,293070,02,72518,418
2009,293330,01,83828,1492
2009,293330,02,-280619,299
2009,310400,01,-1066335,-466
2009,310400,02,-182437,78
2009,310620,01,-14321341,17137
2009,310620,02,1564314,17133
2009,310670,01,-5585043,273
2009,310670,02,332025,1471
2009,311860,01,-5564842,2505
2009,311860,02,-305653,1369
2009,312230,01,-853237,249
2009,312230,02,253685,1024
2009,312510,01,319159,625
2009,312510,02,310541,556
2009,312770,01,-1233077,-289
2009,312770,02,-162392,307
2009,313130,01,-881313,2245
2009,313130,02,366120,740
2009,313170,01,-498345,3
2009,313170,02,-13864,203
2009,313670,01,-796801,1718
2009,313670,02,-18135,1108
2009,314330,01,8267,1515
2009,314330,02,102390,999
2009,314480,01,-1605931,-4
2009,314480,02,83848,450
2009,314610,01,-1120003,-636
2009,314610,02,-57172,-21
2009,315180,01,-2071143,-418
2009,315180,02,220635,447
2009,315250,01,-73505,789
2009,315250,02,337882,868
2009,316720,01,-354045,1114
2009,316720,02,205885,499
2009,317010,01,-142562,1850
2009,317010,02,20206,761
2009,317020,01,-2045832,3151
2009,317020,02,171842,3499
2009,317070,01,-467189,696
2009,317070,02,34729,467
2009,320060,01,121672,2301
2009,320060,02,-99767,255
2009,320120,01,-1512978,219
2009,320120,02,-175817,427
2009,320130,01,-508837,1077
2009,320130,02,72878,803
2009,320320,01,-64789,1352
2009,320320,02,-31270,252
2009,320430,01,6481,13
2009,320430,02,3451,6
2009,320500,01,-4573798,1474
2009,320500,02,-274216,1044
2009,320520,01,-5730771,157
2009,320520,02,123938,1663
2009,320530,01,-5982141,-127
2009,320530,02,-2640565,1924
2009,330010,01,989950,1299
2009,330010,02,99815,321
2009,330040,01,-1016948,50
2009,330040,02,-61471,540
2009,330045,01,39463,440
2009,330045,02,-16077,107
2009,330070,01,169759,938
2009,330070,02,-52933,247
2009,330100,01,-2233251,-221
2009,330100,02,-530181,38
2009,330170,01,-5887702,4258
2009,330170,02,1589111,4074
2009,330200,01,-871813,-402
2009,330200,02,285915,187
2009,330240,01,-7596338,-373
2009,330240,02,-428042,286
2009,330270,01,38132,147
2009,330270,02,60947,151
2009,330330,01,-1951592,2608
2009,330330,02,-786999,1258
2009,330340,01,-498264,582
2009,330340,02,30189,402
2009,330350,01,-465178,1030
2009,330350,02,-178451,553
2009,330390,01,214795,1376
2009,330390,02,-207229,774
2009,330415,01,-40245,-52
2009,330415,02,-31230,-38
2009,330420,01,-1759995,-957
2009,330420,02,149644,332
2009,330452,01,-602865,442
2009,330452,02,135398,284
2009,330455,01,-38486480,30905
2009,330455,02,-12002618,20635
2009,330490,01,-1111745,721
2009,330490,02,-25363,963
2009,330500,01,-137802,252
2009,330500,02,7304,-13
2009,330510,01,-159688,892
2009,330510,02,571909,1257
2009,330580,01,212778,1129
2009,330580,02,-21575,619
2009,330630,01,-1975798,1655
2009,330630,02,-1183855,357
2009,350160,01,-2274215,116
2009,350160,02,273615,1052
2009,350280,01,168151,1230
2009,350280,02,156378,670
2009,350320,01,-1093412,2581
2009,350320,02,516920,1542
