Ano,Município,Grau Instrução,Salário,SaldoMov
2010,420540,04,-537274,-211
2010,420540,05,-709865,-276
2010,420540,06,-264426,414
2010,420540,07,978560,5884
2010,420540,08,146959,501
2010,420540,09,2046402,1397
2010,420820,01,-28276,-76
2010,420820,02,-80972,-15
2010,420820,03,-103840,-20
2010,420820,04,-118809,-50
2010,420820,05,-21022,304
2010,420820,06,175376,467
2010,420820,07,964732,2242
2010,420820,08,-77269,148
2010,420820,09,-625127,4
2010,420890,01,4469,7
2010,420890,02,-18728,18
2010,420890,03,-137489,-69
2010,420890,04,-75655,157
2010,420890,05,-696509,-76
2010,420890,06,553980,1285
2010,420890,07,598333,2298
2010,420890,08,-200654,144
2010,420890,09,-8436,387
2010,420910,01,47466,82
2010,420910,02,246440,462
2010,420910,03,-215702,-110
2010,420910,04,-381381,90
2010,420910,05,-553808,1166
2010,420910,06,-439424,990
2010,420910,07,593583,6059
2010,420910,08,-294887,639
2010,420910,09,-170785,1077
2010,420930,01,-1190,-3
2010,420930,02,-33526,-37
2010,420930,03,-148793,-152
2010,420930,04,-115635,-37
2010,420930,05,59486,258
2010,420930,06,2879,203
2010,420930,07,420141,1386
2010,420930,08,-6825,92
2010,420930,09,93712,95
2010,421660,01,13273,16
2010,421660,02,-113240,-53
2010,421660,03,209289,510
2010,421660,04,-239025,318
2010,421660,05,-343164,559
2010,421660,06,-312637,74
2010,421660,07,-1368751,1138
2010,421660,08,-391245,-93
2010,421660,09,117178,260
2010,430210,01,-423,1
2010,430210,02,37592,51
2010,430210,03,14195,31
2010,430210,04,127836,348
2010,430210,05,89321,341
2010,430210,06,14986,338
2010,430210,07,738024,1376
2010,430210,08,-56641,180
2010,430210,09,231396,187
2010,430310,01,-24908,-47
2010,430310,02,33454,73
2010,430310,03,120986,308
2010,430310,04,269024,604
2010,430310,05,273317,686
2010,430310,06,195487,491
2010,430310,07,979578,1790
2010,430310,08,-594,113
2010,430310,09,31969,96
2010,430460,01,2353,5
2010,430460,02,152060,276
2010,430460,03,112640,184
2010,430460,04,16581,255
2010,430460,05,818941,1494
2010,430460,06,238507,968
2010,430460,07,2130484,3723
2010,430460,08,-19198,285
2010,430460,09,493520,438
2010,430510,01,-110,11
2010,430510,02,172630,320
2010,430510,03,-209161,-60
2010,430510,04,-154618,554
2010,430510,05,1017290,2519
2010,430510,06,-110810,1092
2010,430510,07,3506252,6757
2010,430510,08,112063,1136
2010,430510,09,-640355,670
2010,430920,01,4980,10
2010,430920,02,-41136,-28
2010,430920,03,-79242,-63
2010,430920,04,46640,196
2010,430920,05,150114,504
2010,430920,06,59393,591
2010,430920,07,946129,1993
2010,430920,08,-98486,36
2010,430920,09,-330721,-2
2010,430930,01,333,1
2010,430930,02,-17026,-16
2010,430930,03,14631,12
2010,430930,04,-423340,-267
2010,430930,05,-56759,110
2010,430930,06,-75588,10
2010,430930,07,-13064,442
2010,430930,08,-11226,23
2010,430930,09,11509,14
2010,431340,01,6650,12
2010,431340,02,-49618,11
2010,431340,03,-76603,47
2010,431340,04,425580,1228
2010,431340,05,212593,722
2010,431340,06,183109,672
2010,431340,07,1298890,2948
2010,431340,08,-90972,334
2010,431340,09,-400697,13
2010,431410,01,7238,8
2010,431410,02,119818,186
2010,431410,03,6032,28
2010,431410,04,-156438,-110
2010,431410,05,59212,245
2010,431410,06,13119,313
2010,431410,07,478921,1705
2010,431410,08,-66084,195
2010,431410,09,114472,376
2010,431440,01,10137,14
2010,431440,02,-20279,3
2010,431440,03,-41516,-30
2010,431440,04,73648,337
2010,431440,05,-34567,255
2010,431440,06,41892,276
2010,431440,07,844962,2077
2010,431440,08,146291,267
2010,431440,09,-231661,102
2010,431490,01,-60823,-34
2010,431490,02,-496007,166
2010,431490,03,-102322,480
2010,431490,04,-673206,1032
2010,431490,05,-1896504,822
2010,431490,06,-332699,2372
2010,431490,07,6411324,18459
2010,431490,08,-846513,1958
2010,431490,09,2194354,3505
2010,431560,01,764,6
2010,431560,02,-71421,29
2010,431560,03,-55342,3
2010,431560,04,10382,125
2010,431560,05,-62668,197
2010,431560,06,81949,217
2010,431560,07,649204,1414
2010,431560,08,71289,137
2010,431560,09,250910,181
2010,431680,01,779,11
2010,431680,02,-24346,79
2010,431680,03,-50621,47
2010,431680,04,-236528,17
2010,431680,05,17633,340
2010,431680,06,-129844,213
2010,431680,07,50387,1340
2010,431680,08,-202989,250
2010,431680,09,-96375,233
2010,431690,01,5196,12
2010,431690,02,31831,87
2010,431690,03,-17006,22
2010,431690,04,-48329,86
2010,431690,05,30347,228
2010,431690,06,180793,364
2010,431690,07,798560,2146
2010,431690,08,86627,241
2010,431690,09,-213404,182
2010,431870,01,6322,12
2010,431870,02,190178,320
2010,431870,03,-9928,62
2010,431870,04,-28978,129
2010,431870,05,118044,493
2010,431870,06,73746,553
2010,431870,07,2195047,4114
2010,431870,08,112222,294
2010,431870,09,205658,235
2010,432200,01,-1932,0
2010,432200,02,-401331,-201
2010,432200,03,-363717,-198
2010,432200,04,-113694,-3
2010,432200,05,-131106,14
2010,432200,06,-138194,-30
2010,432200,07,-1001682,-120
2010,432200,08,-137979,-15
2010,432200,09,-97361,-17
2010,500270,01,-12402,-8
2010,500270,02,-78657,76
2010,500270,03,-533278,-526
2010,500270,04,-174354,229
2010,500270,05,-565197,-220
2010,500270,06,118695,856
2010,500270,07,1304149,5364
2010,500270,08,192785,687
2010,500270,09,501133,1247
2010,500370,01,13889,13
2010,500370,02,444402,646
2010,500370,03,40328,-7
2010,500370,04,142845,57
2010,500370,05,-176702,-162
2010,500370,06,228453,499
2010,500370,07,1126501,1933
2010,500370,08,-45329,88
2010,500370,09,260366,181
2010,500830,01,15310,25
2010,500830,02,65238,138
2010,500830,03,78772,116
2010,500830,04,236587,441
2010,500830,05,32988,227
2010,500830,06,181634,404
2010,500830,07,832318,1360
2010,500830,08,56312,74
2010,500830,09,212565,143
2010,510340,01,35193,92
2010,510340,02,148146,331
2010,510340,03,-204962,-195
2010,510340,04,-539220,-357
2010,510340,05,-963787,-581
2010,510340,06,242674,1449
2010,510340,07,1316410,5012
2010,510340,08,-22681,410
2010,510340,09,203985,695
2010,510760,01,-4707,11
2010,510760,02,-22834,67
2010,510760,03,-66218,-31
2010,510760,04,-352198,-172
2010,510760,05,-546464,-216
2010,510760,06,-324402,-96
2010,510760,07,262418,1320
2010,510760,08,-42949,101
2010,510760,09,222074,233
2010,510840,01,-18667,-18
2010,510840,02,-55384,-1
2010,510840,03,-176527,-139
2010,510840,04,-197648,-82
2010,510840,05,-185197,-162
2010,510840,06,-223507,16
2010,510840,07,2573,1066
2010,510840,08,-49614,98
2010,510840,09,-34938,202
2010,520110,01,27118,35
2010,520110,02,88625,150
2010,520110,03,-42260,16
2010,520110,04,-228563,53
2010,520110,05,-108374,308
2010,520110,06,463661,1350
2010,520110,07,706853,3187
2010,520110,08,175913,262
2010,520110,09,686437,581
2010,520140,01,-20138,-6
2010,520140,02,-276824,-118
2010,520140,03,-451623,-399
2010,520140,04,-599557,72
2010,520140,05,-186996,714
2010,520140,06,-16412,936
2010,520140,07,-605081,2652
2010,520140,08,-19357,194
2010,520140,09,-724985,43
2010,520510,01,16670,34
2010,520510,02,-99668,-118
2010,520510,03,-347518,-371
2010,520510,04,-29227,71
2010,520510,05,-249695,-103
2010,520510,06,-148480,-53
2010,520510,07,45656,581
2010,520510,08,28486,54
2010,520510,09,-6338,36
2010,520870,01,2387,68
2010,520870,02,-168129,512
2010,520870,03,56767,973
2010,520870,04,-1006061,793
2010,520870,05,-943485,1695
2010,520870,06,-216273,3190
2010,520870,07,1567745,14569
2010,520870,08,-692388,692
2010,520870,09,30941,2298
2010,521880,01,1636,26
2010,521880,02,341256,920
2010,521880,03,-405683,-338
2010,521880,04,-241638,159
2010,521880,05,-48316,278
2010,521880,06,-147129,305
2010,521880,07,208438,1422
2010,521880,08,-99891,70
2010,521880,09,-16936,229
2010,530010,01,46433,162
2010,530010,02,-841717,-42
2010,530010,03,-933563,-771
2010,530010,04,-489114,1561
2010,530010,05,-261999,2010
2010,530010,06,64079,2765
2010,530010,07,3514331,15267
2010,530010,08,-966896,1586
2010,530010,09,-1249255,2479
2011,110020,01,-121258,-113
2011,110020,02,-1097075,-724
2011,110020,03,-507875,-63
2011,110020,04,-1094799,-330
2011,110020,05,-480878,275
2011,110020,06,-490888,64
2011,110020,07,-1032044,1580
2011,110020,08,-258241,79
2011,110020,09,36162,408
2011,120040,01,-32943,-34
2011,120040,02,-170260,-196
2011,120040,03,-24310,48
2011,120040,04,-289031,-276
2011,120040,05,-526007,-563
2011,120040,06,-120531,32
2011,120040,07,-119132,856
2011,120040,08,-120451,62
2011,120040,09,57975,74
2011,130260,01,94504,123
2011,130260,02,613245,1146
2011,130260,03,-96077,35
2011,130260,04,963161,2260
2011,130260,05,969825,2104
2011,130260,06,646205,2615
2011,130260,07,9356968,19194
2011,130260,08,-274964,971
2011,130260,09,1647236,1940
2011,140010,01,-3061,-3
2011,140010,02,109878,133
2011,140010,03,29464,38
2011,140010,04,-234830,-269
2011,140010,05,-300179,-238
2011,140010,06,36359,171
2011,140010,07,212042,780
2011,140010,08,20334,135
2011,140010,09,135607,192
2011,150080,01,7069,12
2011,150080,02,268756,479
2011,150080,03,-55928,-51
2011,150080,04,8725,124
2011,150080,05,584132,944
2011,150080,06,185846,329
2011,150080,07,1231897,2475
2011,150080,08,-24450,43
2011,150080,09,203358,213
2011,150140,01,-838,54
2011,150140,02,82020,263
2011,150140,03,-84396,84
2011,150140,04,-525156,-151
2011,150140,05,-422796,317
2011,150140,06,-8888,616
2011,150140,07,1714857,6224
2011,150140,08,-210098,159
2011,150140,09,-41028,921
2011,150420,01,-13392,-21
2011,150420,02,-231095,-67
2011,150420,03,-1198033,-830
2011,150420,04,-484943,-287
2011,150420,05,-629202,-129
2011,150420,06,-481247,-52
2011,150420,07,352787,1752
2011,150420,08,3563,114
2011,150420,09,96641,145
2011,150553,01,9945,18
2011,150553,02,227403,457
2011,150553,03,-184767,-37
2011,150553,04,-161324,144
2011,150553,05,-1012231,-400
2011,150553,06,11076,395
2011,150553,07,1851746,3090
2011,150553,08,104447,57
2011,150553,09,1768334,454
2011,150810,01,-7089,-10
2011,150810,02,-124419,-108
2011,150810,03,-53629,-35
2011,150810,04,-240681,-236
2011,150810,05,-108800,-56
2011,150810,06,-71377,-9
2011,150810,07,-172741,153
2011,150810,08,-6910,13
2011,150810,09,-62012,6
2011,160030,01,77812,126
2011,160030,02,150166,244
2011,160030,03,73819,168
2011,160030,04,-25159,83
2011,160030,05,79088,326
2011,160030,06,97589,363
2011,160030,07,455774,1902
2011,160030,08,-28596,111
2011,160030,09,120416,268
2011,172100,01,3457,14
2011,172100,02,-174853,-113
2011,172100,03,-207794,-141
2011,172100,04,-154781,-33
2011,172100,05,-186395,60
2011,172100,06,-131883,170
2011,172100,07,383510,1619
2011,172100,08,20639,118
2011,172100,09,1278690,499
2011,210530,01,-34244,-58
2011,210530,02,-10410,-5
2011,210530,03,-65084,-78
2011,210530,04,6514,37
2011,210530,05,-147294,-28
2011,210530,06,79637,306
2011,210530,07,498669,1746
2011,210530,08,65763,108
2011,210530,09,98042,117
2011,211130,01,19238,43
2011,211130,02,-615892,-776
2011,211130,03,1345862,1440
2011,211130,04,250180,559
2011,211130,05,-596746,-466
2011,211130,06,-892243,-532
2011,211130,07,3490255,6503
2011,211130,08,227381,410
2011,211130,09,2294633,1099
2011,221100,01,-41013,-32
2011,221100,02,-22947,288
2011,221100,03,-191127,-90
2011,221100,04,-568338,-638
2011,221100,05,-294705,-46
2011,221100,06,-317987,60
2011,221100,07,928974,2901
2011,221100,08,-79683,177
2011,221100,09,-296113,202
2011,230370,01,-4272,-7
2011,230370,02,-31505,-91
2011,230370,03,-47423,-48
2011,230370,04,-416234,-555
2011,230370,05,-206398,-281
2011,230370,06,-175970,-182
2011,230370,07,269539,675
2011,230370,08,-87390,-43
2011,230370,09,-398560,-105
2011,230440,01,-1687,30
2011,230440,02,-649634,323
2011,230440,03,-270129,-45
2011,230440,04,-670766,177
2011,230440,05,827697,2658
2011,230440,06,128088,1288
2011,230440,07,10197005,24049
2011,230440,08,251608,1860
2011,230440,09,2787637,2967
2011,230440,{ñ,900,1
2011,230765,01,-11166,-14
2011,230765,02,-61711,-68
2011,230765,03,-54495,-71
2011,230765,04,-421171,-494
2011,230765,05,-199642,-36
2011,230765,06,-105072,-8
2011,230765,07,180207,1510
2011,230765,08,-79748,95
2011,230765,09,18396,168
2011,240800,01,34566,75
2011,240800,02,243621,412
2011,240800,03,-241736,-284
2011,240800,04,-18947,82
2011,240800,05,-51711,60
2011,240800,06,5579,147
2011,240800,07,703688,1989
2011,240800,08,116850,167
2011,240800,09,-97953,136
2011,240810,01,40890,94
2011,240810,02,-511477,-246
2011,240810,03,-458790,-382
2011,240810,04,-874554,-824
2011,240810,05,-836360,-692
2011,240810,06,-996147,-729
2011,240810,07,-505833,2710
2011,240810,08,84801,455
2011,240810,09,544084,923
2011,250400,01,11182,26
2011,250400,02,-63648,-36
2011,250400,03,16564,56
2011,250400,04,16539,129
2011,250400,05,-215442,-87
2011,250400,06,-77664,108
2011,250400,07,870196,2293
2011,250400,08,-53214,22
2011,250400,09,-26293,129
2011,250750,01,72495,127
2011,250750,02,331373,581
2011,250750,03,3841,166
2011,250750,04,473781,902
2011,250750,05,-327351,-252
2011,250750,06,-87809,262
2011,250750,07,1118541,3672
2011,250750,08,-97470,210
2011,250750,09,28469,445
2011,260290,01,-46158,-70
2011,260290,02,-89512,-135
2011,260290,03,-14769,-32
2011,260290,04,139198,198
2011,260290,05,-84065,42
2011,260290,06,258095,398
2011,260290,07,891256,1297
2011,260290,08,-91937,-29
2011,260290,09,612450,150
2011,260410,01,11511,25
2011,260410,02,109021,257
2011,260410,03,-37008,-13
2011,260410,04,56993,214
2011,260410,05,-96315,-67
2011,260410,06,26526,156
2011,260410,07,572748,1606
2011,260410,08,-103893,134
2011,260410,09,36899,132
2011,260720,01,-260042,-332
2011,260720,02,-861110,-328
2011,260720,03,740225,685
2011,260720,04,862703,1089
2011,260720,05,471370,896
2011,260720,06,-114691,255
2011,260720,07,6095916,4980
2011,260720,08,210244,152
2011,260720,09,2312354,594
2011,260790,01,-29952,-43
2011,260790,02,599262,565
2011,260790,03,440703,372
2011,260790,04,-10367,65
2011,260790,05,-143930,-28
2011,260790,06,342326,449
2011,260790,07,2774251,4176
2011,260790,08,-75874,49
2011,260790,09,415684,440
2011,260960,01,14225,16
2011,260960,02,108529,177
2011,260960,03,-174145,-196
2011,260960,04,32058,133
2011,260960,05,-11500,62
2011,260960,06,-79364,37
2011,260960,07,-4571,1135
2011,260960,08,63109,174
2011,260960,09,48388,325
2011,261110,01,8353,26
2011,261110,02,20864,231
2011,261110,03,-162239,-86
2011,261110,04,80194,396
2011,261110,05,-9570,113
2011,261110,06,79736,241
2011,261110,07,507012,1700
2011,261110,08,26064,107
2011,261110,09,490464,538
2011,261160,01,-8766,43
2011,261160,02,-213133,922
2011,261160,03,-376050,198
2011,261160,04,-96403,1151
2011,261160,05,408749,1542
2011,261160,06,492526,1726
2011,261160,07,9474146,22554
2011,261160,08,135564,1296
2011,261160,09,4077887,3131
2011,270430,01,-43120,185
2011,270430,02,-929446,-165
2011,270430,03,-137880,235
2011,270430,04,-202959,114
2011,270430,05,-138550,322
2011,270430,06,66527,588
2011,270430,07,401911,2994
2011,270430,08,205525,373
2011,270430,09,-746003,471
2011,280030,01,-27765,-34
2011,280030,02,-265297,-25
2011,280030,03,-151574,-4
2011,280030,04,-202371,114
2011,280030,05,-460509,-108
2011,280030,06,160754,745
2011,280030,07,1879227,4532
2011,280030,08,-22219,277
2011,280030,09,2215097,809
2011,290570,01,-6985,-4
2011,290570,02,-164766,-34
2011,290570,03,-229473,-254
2011,290570,04,-26576,59
2011,290570,05,-969159,-604
2011,290570,06,37255,470
2011,290570,07,899943,3632
2011,290570,08,66101,68
2011,290570,09,1146613,343
2011,291080,01,-38274,-53
2011,291080,02,-1253510,-1522
2011,291080,03,-254757,-264
2011,291080,04,265840,641
2011,291080,05,-395597,-232
2011,291080,06,-379401,-208
2011,291080,07,850732,3305
2011,291080,08,56185,267
2011,291080,09,-26875,214
2011,291920,01,17507,38
2011,291920,02,-285792,-309
2011,291920,03,-7300,-5
2011,291920,04,-303286,-234
2011,291920,05,-318503,-72
2011,291920,06,-68392,391
2011,291920,07,2211826,4882
2011,291920,08,-267615,-183
2011,291920,09,404158,423
2011,292740,01,2006,36
2011,292740,02,109733,1031
2011,292740,03,-1452084,-532
2011,292740,04,-2376006,-1063
2011,292740,05,-2235603,-699
2011,292740,06,-109414,1543
2011,292740,07,1281479,14946
2011,292740,08,-875242,556
2011,292740,09,914054,2358
2011,292920,01,2977,3
2011,292920,02,-169990,-87
2011,292920,03,-209807,-121
2011,292920,04,-691225,-335
2011,292920,05,-373738,-57
2011,292920,06,-352064,-69
2011,292920,07,-6124649,-863
2011,292920,08,-81742,-18
2011,292920,09,-238431,-25
2011,293070,01,-7129,-7
2011,293070,02,-18737,-3
2011,293070,03,-136741,-149
2011,293070,04,-122407,-107
2011,293070,05,-732807,-777
2011,293070,06,-113621,8
2011,293070,07,322065,1402
2011,293070,08,-33624,36
2011,293070,09,-231160,92
2011,293330,01,-3310,2
2011,293330,02,-89269,-79
2011,293330,03,-129416,-170
2011,293330,04,-275866,-259
2011,293330,05,-233524,-159
2011,293330,06,18904,203
2011,293330,07,244826,918
2011,293330,08,-12500,43
2011,293330,09,-601789,39
2011,310400,01,-9161,-4
2011,310400,02,-6620,0
2011,310400,03,48556,94
2011,310400,04,-81077,4
2011,310400,05,-75063,78
2011,310400,06,-100124,65
2011,310400,07,767142,1043
2011,310400,08,8373,-4
2011,310400,09,407821,176
2011,310620,01,-203589,-95
2011,310620,02,-382105,2230
2011,310620,03,-2929476,-1179
2011,310620,04,-3882185,1423
2011,310620,05,-6888741,-2946
2011,310620,06,829273,5659
2011,310620,07,12112973,30091
2011,310620,08,724784,2763
2011,310620,09,8429160,7888
2011,310670,01,-13536,-15
2011,310670,02,-164763,-61
2011,310670,03,-296740,-149
2011,310670,04,-253234,133
2011,310670,05,-490556,506
2011,310670,06,667,790
2011,310670,07,132164,3282
2011,310670,08,-69126,154
2011,310670,09,941432,651
2011,311860,01,-10136,14
2011,311860,02,59570,488
2011,311860,03,-664664,-139
2011,311860,04,-968424,-152
2011,311860,05,-1106301,223
2011,311860,06,234099,1488
2011,311860,07,699867,5198
2011,311860,08,-243356,138
2011,311860,09,169361,497
2011,312230,01,7319,7
2011,312230,02,111104,197
2011,312230,03,-159658,-152
2011,312230,04,-333917,-264
2011,312230,05,-447300,-377
2011,312230,06,111529,438
2011,312230,07,983949,2122
2011,312230,08,41937,174
2011,312230,09,-14622,318
2011,312510,01,6226,9
2011,312510,02,-2029,1
2011,312510,03,1141,-3
2011,312510,04,-4493,28
2011,312510,05,50216,120
2011,312510,06,67735,186
2011,312510,07,-60268,281
2011,312510,08,9753,63
2011,312510,09,-63836,13
2011,312770,01,-3487,3
2011,312770,02,-113014,-87
2011,312770,03,-140562,-160
2011,312770,04,-244545,-204
2011,312770,05,-138800,-26
2011,312770,06,-27641,303
2011,312770,07,461891,1576
2011,312770,08,33103,108
2011,312770,09,201558,199
2011,313130,01,-27350,-24
2011,313130,02,-500790,-317
2011,313130,03,-669850,-511
2011,313130,04,-1462670,-966
2011,313130,05,-1357605,-770
2011,313130,06,-1036867,-568
2011,313130,07,-2394710,372
2011,313130,08,-210387,-15
2011,313130,09,-480471,307
2011,313170,01,-17117,14
2011,313170,02,313488,368
2011,313170,03,167195,188
2011,313170,04,197422,231
2011,313170,05,-35557,68
2011,313170,06,429106,576
2011,313170,07,1740182,2225
2011,313170,08,16969,34
2011,313170,09,952126,252
2011,313670,01,6972,14
2011,313670,02,37175,127
2011,313670,03,-218463,-193
2011,313670,04,-212969,-12
2011,313670,05,-562047,-232
2011,313670,06,-34906,493
2011,313670,07,2070479,4454
2011,313670,08,68283,257
2011,313670,09,1346361,870
2011,314330,01,-9707,-13
2011,314330,02,-43158,-36
2011,314330,03,-186385,-232
2011,314330,04,-177998,-143
2011,314330,05,-346253,-322
2011,314330,06,-66520,66
2011,314330,07,2223125,4752
2011,314330,08,123890,311
2011,314330,09,83334,268
