Ano,Município,Grau Instrução,Salário,SaldoMov
2011,500830,02,-17894,104
2011,500830,03,-90032,-52
2011,500830,04,49647,188
2011,500830,05,-103817,-18
2011,500830,06,-108506,16
2011,500830,07,759274,802
2011,500830,08,-17192,45
2011,500830,09,767575,187
2011,510340,01,18381,45
2011,510340,02,-70650,177
2011,510340,03,-476344,-312
2011,510340,04,-837078,-593
2011,510340,05,-1415733,-1091
2011,510340,06,-451591,350
2011,510340,07,-526131,2945
2011,510340,08,-303497,293
2011,510340,09,-284282,751
2011,510760,01,-32339,-30
2011,510760,02,-67526,42
2011,510760,03,-160666,-120
2011,510760,04,-315055,-142
2011,510760,05,-297041,-156
2011,510760,06,-135493,247
2011,510760,07,193989,998
2011,510760,08,-207905,26
2011,510760,09,-139799,169
2011,510840,01,-7679,-6
2011,510840,02,-28774,40
2011,510840,03,-75003,-39
2011,510840,04,-107385,-35
2011,510840,05,-119608,31
2011,510840,06,-144195,131
2011,510840,07,-43494,923
2011,510840,08,-127837,38
2011,510840,09,176725,206
2011,520110,01,7892,35
2011,520110,02,37878,146
2011,520110,03,364675,58
2011,520110,04,-61658,260
2011,520110,05,-355852,-27
2011,520110,06,23197,680
2011,520110,07,1492419,3878
2011,520110,08,91020,325
2011,520110,09,133863,419
2011,520140,01,-69608,-72
2011,520140,02,-64249,209
2011,520140,03,-429549,-314
2011,520140,04,-517198,164
2011,520140,05,-1095536,-248
2011,520140,06,-99902,695
2011,520140,07,-273413,2683
2011,520140,08,-91706,159
2011,520140,09,114672,404
2011,520510,01,42402,62
2011,520510,02,57795,116
2011,520510,03,-40513,-27
2011,520510,04,-5230,68
2011,520510,05,-64975,-6
2011,520510,06,85094,135
2011,520510,07,653477,1124
2011,520510,08,28213,45
2011,520510,09,118674,103
2011,520870,01,-65696,-30
2011,520870,02,-1182691,164
2011,520870,03,-309942,1066
2011,520870,04,-1351856,746
2011,520870,05,-1107369,1335
2011,520870,06,-399551,3236
2011,520870,07,57351,13044
2011,520870,08,-580055,1088
2011,520870,09,75449,2290
2011,521880,01,-3306,37
2011,521880,02,420717,709
2011,521880,03,-347726,-301
2011,521880,04,-423404,-209
2011,521880,05,94706,540
2011,521880,06,-69149,380
2011,521880,07,-1108,954
2011,521880,08,-23285,111
2011,521880,09,89890,142
2011,530010,01,-32987,34
2011,530010,02,-570412,371
2011,530010,03,-275703,336
2011,530010,04,-2230584,-336
2011,530010,05,-1922251,380
2011,530010,06,-1441025,607
2011,530010,07,-311139,13275
2011,530010,08,-1384071,1483
2011,530010,09,-4818730,2185
2012,110020,01,-25085,-10
2012,110020,02,479574,778
2012,110020,03,-1933033,-1240
2012,110020,04,-1294864,-192
2012,110020,05,-2240904,-1230
2012,110020,06,-265428,19
2012,110020,07,-1212023,1128
2012,110020,08,-279627,12
2012,110020,09,-825408,-106
2012,120040,01,-23350,-29
2012,120040,02,-153801,-184
2012,120040,03,-78932,-69
2012,120040,04,-308085,-264
2012,120040,05,-174053,-138
2012,120040,06,-70121,28
2012,120040,07,-611542,63
2012,120040,08,-199157,-73
2012,120040,09,-771597,-318
2012,130260,01,-41387,-36
2012,130260,02,-689763,-382
2012,130260,03,-284998,-93
2012,130260,04,-1154425,-92
2012,130260,05,-2329127,-1439
2012,130260,06,-953987,86
2012,130260,07,-10657273,-1802
2012,130260,08,-1727827,-48
2012,130260,09,-3405464,655
2012,140010,01,17271,24
2012,140010,02,47118,86
2012,140010,03,-70903,-88
2012,140010,04,2171,48
2012,140010,05,1298,-45
2012,140010,06,35779,179
2012,140010,07,588772,1307
2012,140010,08,-33815,52
2012,140010,09,40023,119
2012,150080,01,-7156,-8
2012,150080,02,-555224,-641
2012,150080,03,-224530,-245
2012,150080,04,-213517,-229
2012,150080,05,-15598,-77
2012,150080,06,-146064,-21
2012,150080,07,423297,1227
2012,150080,08,-117051,-18
2012,150080,09,-381573,-74
2012,150140,01,-3699,-1
2012,150140,02,-185054,-50
2012,150140,03,-527664,-394
2012,150140,04,-597205,-427
2012,150140,05,-1777673,-1254
2012,150140,06,-127562,570
2012,150140,07,-175617,4379
2012,150140,08,-345756,162
2012,150140,09,-348351,700
2012,150420,01,-13746,-4
2012,150420,02,-196433,-96
2012,150420,03,-300518,-200
2012,150420,04,-816011,-769
2012,150420,05,-638835,-410
2012,150420,06,-439253,-39
2012,150420,07,-599272,465
2012,150420,08,-8936,53
2012,150420,09,-191290,39
2012,150553,01,-30863,-17
2012,150553,02,-447844,-243
2012,150553,03,-348817,-130
2012,150553,04,-590757,-207
2012,150553,05,-1167805,-292
2012,150553,06,-722311,-170
2012,150553,07,1467709,2878
2012,150553,08,30844,67
2012,150553,09,1118767,318
2012,150810,01,-6003,-6
2012,150810,02,-3683,0
2012,150810,03,932,45
2012,150810,04,-129597,-158
2012,150810,05,-97970,-124
2012,150810,06,-60819,-44
2012,150810,07,128283,239
2012,150810,08,-7241,-10
2012,150810,09,61182,49
2012,160030,01,-55679,-54
2012,160030,02,94575,190
2012,160030,03,-44838,24
2012,160030,04,-257979,-111
2012,160030,05,-527700,-184
2012,160030,06,-167830,78
2012,160030,07,-32295,962
2012,160030,08,-94230,35
2012,160030,09,37131,178
2012,172100,01,-4440,-10
2012,172100,02,179517,126
2012,172100,03,-43029,-26
2012,172100,04,-9038,87
2012,172100,05,-151795,-48
2012,172100,06,-201166,10
2012,172100,07,-308637,276
2012,172100,08,-156292,-9
2012,172100,09,47789,-90
2012,210530,01,-17340,-20
2012,210530,02,205944,249
2012,210530,03,30487,65
2012,210530,04,100146,165
2012,210530,05,161340,135
2012,210530,06,-105106,101
2012,210530,07,2071499,2654
2012,210530,08,-45826,42
2012,210530,09,274075,131
2012,211130,01,-33937,-11
2012,211130,02,-929310,-849
2012,211130,03,-2479016,-2053
2012,211130,04,-1292619,-1027
2012,211130,05,-2159653,-1341
2012,211130,06,-1140201,-984
2012,211130,07,-5045115,705
2012,211130,08,-515739,26
2012,211130,09,-104525,603
2012,221100,01,-53081,-56
2012,221100,02,-546307,-492
2012,221100,03,-114407,15
2012,221100,04,-128315,80
2012,221100,05,-647000,-476
2012,221100,06,80383,415
2012,221100,07,898671,3140
2012,221100,08,-202046,50
2012,221100,09,-189550,317
2012,230370,01,-14122,-14
2012,230370,02,-189019,-155
2012,230370,03,-87374,-94
2012,230370,04,-135771,-118
2012,230370,05,-39533,34
2012,230370,06,182779,301
2012,230370,07,175991,819
2012,230370,08,-169138,-113
2012,230370,09,33534,-92
2012,230440,01,-98812,-46
2012,230440,02,-1224700,-638
2012,230440,03,-415372,-16
2012,230440,04,-1319337,-551
2012,230440,05,-3549819,-2708
2012,230440,06,-339724,965
2012,230440,07,4461878,18840
2012,230440,08,-703242,1053
2012,230440,09,748576,2463
2012,230765,01,5699,9
2012,230765,02,-92636,-45
2012,230765,03,-78367,-50
2012,230765,04,-241888,-142
2012,230765,05,-336288,-65
2012,230765,06,-42855,234
2012,230765,07,366286,1809
2012,230765,08,-43528,9
2012,230765,09,-64838,39
2012,240800,01,780,9
2012,240800,02,-68398,-51
2012,240800,03,38210,131
2012,240800,04,-207611,-105
2012,240800,05,-329056,-152
2012,240800,06,-189340,-97
2012,240800,07,420303,1697
2012,240800,08,2387,87
2012,240800,09,-81159,196
2012,240810,01,-77484,-62
2012,240810,02,-620471,-136
2012,240810,03,-249562,-17
2012,240810,04,-186420,442
2012,240810,05,-1107380,-1035
2012,240810,06,-186820,351
2012,240810,07,898012,4119
2012,240810,08,-281222,292
2012,240810,09,-729050,666
2012,250400,01,-8326,-9
2012,250400,02,-164440,-200
2012,250400,03,-88393,-95
2012,250400,04,141188,266
2012,250400,05,421065,692
2012,250400,06,-94786,-17
2012,250400,07,2677340,4487
2012,250400,08,194271,352
2012,250400,09,105448,349
2012,250750,01,-91894,-90
2012,250750,02,-484961,-458
2012,250750,03,-548903,-543
2012,250750,04,-250435,20
2012,250750,05,-351749,-112
2012,250750,06,169852,541
2012,250750,07,2545446,5000
2012,250750,08,-49404,138
2012,250750,09,115033,522
2012,260290,01,-95690,-146
2012,260290,02,2749,5
2012,260290,03,-94730,-108
2012,260290,04,-272994,-197
2012,260290,05,129680,346
2012,260290,06,-102549,-51
2012,260290,07,983690,1625
2012,260290,08,-101040,-23
2012,260290,09,522825,144
2012,260410,01,-27187,-43
2012,260410,02,-345962,-443
2012,260410,03,-125329,-160
2012,260410,04,-103365,-103
2012,260410,05,-100886,-128
2012,260410,06,49678,264
2012,260410,07,1365727,2265
2012,260410,08,2316,85
2012,260410,09,-415,175
2012,260720,01,29769,148
2012,260720,02,-1894081,-877
2012,260720,03,-657929,-282
2012,260720,04,-619905,-63
2012,260720,05,-1140395,-177
2012,260720,06,1761388,1731
2012,260720,07,2052797,2764
2012,260720,08,249293,101
2012,260720,09,352404,363
2012,260790,01,-55367,-78
2012,260790,02,486682,346
2012,260790,03,448891,258
2012,260790,04,-18922,49
2012,260790,05,-395996,-266
2012,260790,06,489246,591
2012,260790,07,6245207,5786
2012,260790,08,70850,76
2012,260790,09,557789,349
2012,260960,01,-7958,-5
2012,260960,02,-12739,25
2012,260960,03,12566,63
2012,260960,04,44120,212
2012,260960,05,182008,277
2012,260960,06,-3920,112
2012,260960,07,1151351,2399
2012,260960,08,-198253,-24
2012,260960,09,-374959,-49
2012,261110,01,41960,80
2012,261110,02,8788,191
2012,261110,03,-73528,19
2012,261110,04,-320998,-161
2012,261110,05,-232577,16
2012,261110,06,-199931,-16
2012,261110,07,549610,1766
2012,261110,08,-59,56
2012,261110,09,224876,186
2012,261160,01,-440,40
2012,261160,02,-488205,120
2012,261160,03,-991645,-541
2012,261160,04,-1760133,-1299
2012,261160,05,-615036,-114
2012,261160,06,-1069005,-648
2012,261160,07,3335592,8998
2012,261160,08,-809753,697
2012,261160,09,1914396,2938
2012,270430,01,-163527,-182
2012,270430,02,83189,473
2012,270430,03,-487812,-509
2012,270430,04,109794,456
2012,270430,05,-804602,-648
2012,270430,06,210206,500
2012,270430,07,251600,1846
2012,270430,08,-162099,61
2012,270430,09,-244268,371
2012,280030,01,-27292,-26
2012,280030,02,-45281,12
2012,280030,03,6727,114
2012,280030,04,-648642,-438
2012,280030,05,-283779,-181
2012,280030,06,-443778,-233
2012,280030,07,2308011,4759
2012,280030,08,-106628,281
2012,280030,09,2209528,584
2012,290570,01,-15926,-9
2012,290570,02,-100457,-51
2012,290570,03,-301108,-286
2012,290570,04,-698935,-433
2012,290570,05,-803746,-211
2012,290570,06,-690217,-74
2012,290570,07,-6252530,185
2012,290570,08,-385670,-16
2012,290570,09,-2204692,-133
2012,291080,01,-2677,12
2012,291080,02,68577,430
2012,291080,03,-243696,-29
2012,291080,04,-231214,-64
2012,291080,05,-108735,128
2012,291080,06,-330191,-72
2012,291080,07,3251895,6051
2012,291080,08,-61493,160
2012,291080,09,325010,258
2012,291920,01,44101,61
2012,291920,02,-292981,-281
2012,291920,03,-174267,-185
2012,291920,04,-304975,-296
2012,291920,05,-710217,-810
2012,291920,06,-553212,-461
2012,291920,07,-226372,1127
2012,291920,08,-112766,-112
2012,291920,09,317954,152
2012,292740,01,42347,130
2012,292740,02,-2578952,-1780
2012,292740,03,-2671897,-1878
2012,292740,04,-3175142,-991
2012,292740,05,-3045196,-282
2012,292740,06,-2603432,-759
2012,292740,07,-6062394,10135
2012,292740,08,-2247548,-85
2012,292740,09,-3038573,1472
2012,292920,01,16694,13
2012,292920,02,-102323,-42
2012,292920,03,-87837,-58
2012,292920,04,-485253,-268
2012,292920,05,-454157,-192
2012,292920,06,-305528,-175
2012,292920,07,-3686469,-1182
2012,292920,08,-68667,-15
2012,292920,09,-201615,-24
2012,293070,01,7091,11
2012,293070,02,-101347,-85
2012,293070,03,-35233,-32
2012,293070,04,-136708,-70
2012,293070,05,-167286,-46
2012,293070,06,-21921,106
2012,293070,07,-451495,499
2012,293070,08,-251069,-15
2012,293070,09,27335,116
2012,293330,01,-5923,-3
2012,293330,02,-107889,-73
2012,293330,03,-274988,-344
2012,293330,04,-1119,50
2012,293330,05,-41346,-6
2012,293330,06,83645,274
2012,293330,07,276050,841
2012,293330,08,57659,82
2012,293330,09,-26557,100
2012,310400,01,4050,2
2012,310400,02,35046,10
2012,310400,03,-86759,-15
2012,310400,04,116408,166
2012,310400,05,-346452,-196
2012,310400,06,190573,235
2012,310400,07,1072793,1215
2012,310400,08,-22190,17
2012,310400,09,247337,153
2012,310620,01,-13356,142
2012,310620,02,-2212923,1777
2012,310620,03,-3754494,-1403
2012,310620,04,-6241395,-326
2012,310620,05,-7922980,-2121
2012,310620,06,-1317978,3077
2012,310620,07,1325411,20752
2012,310620,08,-1453515,2037
2012,310620,09,-6311401,4725
2012,310670,01,15530,28
2012,310670,02,-1121,239
2012,310670,03,-260899,-159
2012,310670,04,-488620,-126
2012,310670,05,-1799422,-220
2012,310670,06,-564451,200
2012,310670,07,-4187740,-25
2012,310670,08,-342470,6
2012,310670,09,-1345020,52
2012,311860,01,-61018,-43
2012,311860,02,-125080,140
2012,311860,03,-686005,-307
2012,311860,04,-879325,-252
2012,311860,05,-2056232,-888
2012,311860,06,198368,1365
2012,311860,07,310397,5043
2012,311860,08,-53094,391
2012,311860,09,379160,763
2012,312230,01,-4070,-2
2012,312230,02,4126,60
2012,312230,03,-96733,-65
2012,312230,04,-397563,-245
2012,312230,05,-235436,-105
2012,312230,06,-97034,123
2012,312230,07,410974,1214
2012,312230,08,-4634,94
2012,312230,09,-298205,105
2012,312510,01,-1630,0
2012,312510,02,11050,20
2012,312510,03,-25451,-16
2012,312510,04,102266,175
2012,312510,05,57880,139
2012,312510,06,252627,148
2012,312510,07,420974,600
2012,312510,08,7158,16
2012,312510,09,296164,105
2012,312770,01,9981,23
2012,312770,02,-14062,69
2012,312770,03,-60570,-23
2012,312770,04,26961,150
2012,312770,05,-382402,-61
2012,312770,06,-211598,-68
2012,312770,07,1781414,3427
2012,312770,08,65926,191
2012,312770,09,184657,267
2012,313130,01,-10183,-11
2012,313130,02,-410718,-297
2012,313130,03,-359769,-253
2012,313130,04,-896488,-552
2012,313130,05,-886796,-467
2012,313130,06,-753072,-156
2012,313130,07,-3393906,-959
2012,313130,08,-361393,-89
2012,313130,09,-1644929,-406
2012,313170,01,16061,23
2012,313170,02,-88429,-38
2012,313170,03,49752,74
2012,313170,04,918494,783
2012,313170,05,340321,382
2012,313170,06,150228,237
2012,313170,07,3045863,2885
2012,313170,08,-23397,35
2012,313170,09,416268,127
2012,313670,01,-1527,-1
2012,313670,02,-89359,-68
2012,313670,03,-109817,-25
2012,313670,04,-63605,29
2012,313670,05,272508,367
2012,313670,06,281912,745
2012,313670,07,2671521,4017
2012,313670,08,-159494,34
2012,313670,09,190902,569
2012,314330,01,27766,34
2012,314330,02,67127,152
2012,314330,03,-176284,-192
2012,314330,04,-152782,-155
2012,314330,05,202257,226
2012,314330,06,-7915,136
2012,314330,07,1203227,2462
2012,314330,08,121054,340
2012,314330,09,-66158,359
2012,314480,01,-9647,14
2012,314480,02,-944045,-188
2012,314480,03,-657554,-207
2012,314480,04,-1040573,227
2012,314480,05,-916486,-158
2012,314480,06,-309500,192
2012,314480,07,-747363,1123
2012,314480,08,114468,281
2012,314480,09,360898,589
2012,314610,01,5119,7
2012,314610,02,426049,568
2012,314610,03,-118886,-59
2012,314610,04,-153457,14
2012,314610,05,-147524,-16
2012,314610,06,-293,128
2012,314610,07,42419,396
2012,314610,08,-1398,11
2012,314610,09,210452,80
2012,315180,01,6468,9
2012,315180,02,54798,82
2012,315180,03,-6111,46
2012,315180,04,-319707,-111
2012,315180,05,-71636,293
2012,315180,06,-106675,191
2012,315180,07,-1760884,1081
2012,315180,08,-153416,7
2012,315180,09,-620671,-24
2012,315250,01,6914,4
2012,315250,02,66788,85
2012,315250,03,-7005,39
2012,315250,04,37914,103
2012,315250,05,-148049,-148
2012,315250,06,66204,130
2012,315250,07,763409,1371
2012,315250,08,-91108,10
2012,315250,09,-69014,90
2012,316720,01,2226,5
2012,316720,02,143672,185
2012,316720,03,-150012,-113
2012,316720,04,39713,249
2012,316720,05,-141418,55
2012,316720,06,99229,349
2012,316720,07,287961,1167
2012,316720,08,-15317,153
2012,316720,09,-248202,193
2012,317010,01,-34258,-29
2012,317010,02,-250956,-86
2012,317010,03,-311464,-239
2012,317010,04,-472274,-167
2012,317010,05,-599628,-211
2012,317010,06,9286,295
2012,317010,07,887577,1658
2012,317010,08,-106411,95
2012,317010,09,-43997,224
2012,317020,01,-23310,67
2012,317020,02,-103900,253
2012,317020,03,-366740,-101
2012,317020,04,-525213,731
2012,317020,05,-783818,111
2012,317020,06,231232,1254
2012,317020,07,702532,3346
2012,317020,08,329511,931
2012,317020,09,-711113,998
2012,317070,01,-320,-2
2012,317070,02,86594,75
2012,317070,03,16230,-6
2012,317070,04,-109328,-94
2012,317070,05,-7048,44
2012,317070,06,40406,138
2012,317070,07,327950,919
2012,317070,08,-50593,33
2012,317070,09,-649578,-9
2012,320060,01,17238,15
2012,320060,02,23929,48
2012,320060,03,-95462,-81
2012,320060,04,-166118,163
2012,320060,05,-734157,-253
2012,320060,06,-68668,313
2012,320060,07,-2518116,113
2012,320060,08,-139524,13
2012,320060,09,-133141,89
2012,320120,01,-15163,-17
2012,320120,02,46362,53
2012,320120,03,-67405,-62
2012,320120,04,-122568,-99
2012,320120,05,-192563,-78
2012,320120,06,-235978,40
2012,320120,07,342848,1257
2012,320120,08,-10760,83
2012,320120,09,-252803,45
2012,320130,01,-2719,-4
2012,320130,02,47815,68
2012,320130,03,-65449,-47
2012,320130,04,-37601,89
2012,320130,05,-277286,-112
2012,320130,06,394279,546
2012,320130,07,1759493,2128
2012,320130,08,-90614,54
2012,320130,09,137554,207
2012,320320,01,10421,-7
2012,320320,02,117787,-79
2012,320320,03,211857,-152
2012,320320,04,34849,8
2012,320320,05,222000,148
2012,320320,06,134064,239
2012,320320,07,1121386,1642
2012,320320,08,75884,128
2012,320320,09,-212009,28
2012,320430,01,-779,-2
2012,320430,02,4507,5
2012,320430,03,11044,17
2012,320430,04,-12299,-18
2012,320430,05,-10982,-12
2012,320430,06,-6530,-10
2012,320430,07,4416,4
2012,320430,08,-1731,-3
2012,320430,09,6110,6
2012,320500,01,12114,8
2012,320500,02,90257,157
2012,320500,03,-363554,-206
2012,320500,04,-863723,-504
2012,320500,05,-820061,-398
2012,320500,06,-606302,-20
2012,320500,07,-531821,3288
2012,320500,08,-131387,134
2012,320500,09,-758525,136
2012,320520,01,42649,52
2012,320520,02,230067,338
2012,320520,03,55438,115
2012,320520,04,181365,411
2012,320520,05,-225524,-165
2012,320520,06,135747,458
2012,320520,07,1455458,2682
2012,320520,08,-139050,94
2012,320520,09,-165184,273
2012,320530,01,10583,26
2012,320530,02,-367282,-250
2012,320530,03,-467962,-447
2012,320530,04,-893101,-661
2012,320530,05,-971687,-656
2012,320530,06,-607609,-534
2012,320530,07,-1775862,1401
2012,320530,08,-480700,171
2012,320530,09,-937014,377
2012,330010,01,-4344,2
2012,330010,02,-143,31
2012,330010,03,-683331,-367
2012,330010,04,-774311,-424
2012,330010,05,-746119,-366
2012,330010,06,2428,151
2012,330010,07,-50568,585
2012,330010,08,5330,27
2012,330010,09,-110981,56
2012,330040,01,-4550,-6
2012,330040,02,-31586,-24
2012,330040,03,-84985,-71
2012,330040,04,-140828,-64
2012,330040,05,-150559,-88
2012,330040,06,32394,70
2012,330040,07,689050,1062
2012,330040,08,-27455,10
2012,330040,09,140373,233
2012,330045,01,-1015,-1
2012,330045,02,-13401,-16
2012,330045,03,-235578,-209
2012,330045,04,-58853,-48
2012,330045,05,134767,207
2012,330045,06,-23943,15
2012,330045,07,119201,244
2012,330045,08,49639,44
2012,330045,09,-309097,-29
2012,330070,01,8887,17
2012,330070,02,-50413,-61
2012,330070,03,-198041,-196
2012,330070,04,-276443,-258
2012,330070,05,124057,113
2012,330070,06,297,68
2012,330070,07,261591,222
2012,330070,08,11599,33
2012,330070,09,183888,130
2012,330100,01,-9804,-4
2012,330100,02,-439649,-274
2012,330100,03,-463699,-456
2012,330100,04,-503388,-370
2012,330100,05,-983412,-775
2012,330100,06,-301476,-233
2012,330100,07,937852,1431
2012,330100,08,-100304,30
2012,330100,09,173261,281
2012,330170,01,-56043,-68
2012,330170,02,-285488,-231
2012,330170,03,-2084151,-2239
2012,330170,04,-1556877,-1537
2012,330170,05,-711513,-211
2012,330170,06,19698,609
2012,330170,07,492277,2895
2012,330170,08,-280345,-2
2012,330170,09,-1008846,-11
2012,330200,01,-19456,-15
2012,330200,02,-204796,-96
2012,330200,03,-107386,-59
2012,330200,04,-463018,-158
2012,330200,05,-5845,223
2012,330200,06,-74566,179
2012,330200,07,407345,966
2012,330200,08,-51477,-17
2012,330200,09,347529,117
2012,330240,01,10143,19
2012,330240,02,-16313,20
2012,330240,03,-124284,-133
2012,330240,04,-71329,95
2012,330240,05,-612347,243
2012,330240,06,-446220,-150
2012,330240,07,-1054854,4212
2012,330240,08,-281050,113
2012,330240,09,-1256432,723
2012,330270,01,-1059,-1
2012,330270,02,-17854,-21
2012,330270,03,-27150,-14
2012,330270,04,-59196,-58
2012,330270,05,68632,129
2012,330270,06,-15757,-9
2012,330270,07,144335,292
2012,330270,08,7980,19
2012,330270,09,24305,33
2012,330330,01,-48651,-10
2012,330330,02,-338370,-23
2012,330330,03,-355616,-183
2012,330330,04,-545159,-99
2012,330330,05,-1781453,-1084
2012,330330,06,-271411,354
2012,330330,07,2261428,4592
2012,330330,08,-111962,165
2012,330330,09,1306016,468
2012,330340,01,3053,3
2012,330340,02,-117909,-137
2012,330340,03,-151627,-134
2012,330340,04,-72017,-89
2012,330340,05,8498,96
2012,330340,06,26637,136
2012,330340,07,452833,604
2012,330340,08,-4492,39
2012,330340,09,23396,38
2012,330350,01,1983,0
2012,330350,02,83400,68
2012,330350,03,-80493,-93
2012,330350,04,77552,64
2012,330350,05,-410551,-366
2012,330350,06,228014,528
2012,330350,07,701650,1535
2012,330350,08,14489,63
2012,330350,09,-561076,-15
2012,330390,01,-6172,-4
2012,330390,02,-86485,-36
2012,330390,03,-575733,-455
2012,330390,04,-257961,-92
2012,330390,05,-178751,167
2012,330390,06,-138639,47
2012,330390,07,-61667,835
2012,330390,08,-59191,89
2012,330390,09,-518604,85
2012,330415,02,-76,0
2012,330415,03,-12994,-14
2012,330415,04,-870,-2
2012,330415,05,-28237,-35
2012,330415,06,268,1
2012,330415,07,49465,57
2012,330415,08,-1392,-2
2012,330415,09,-7834,10
2012,330420,01,-7983,-11
2012,330420,02,1490,12
2012,330420,03,-61026,-41
2012,330420,04,10477,22
2012,330420,05,-121442,-174
2012,330420,06,-108760,-43
2012,330420,07,-1092156,-376
2012,330420,08,-31383,32
2012,330420,09,-115535,66
2012,330452,01,479,-2
2012,330452,02,12007,37
2012,330452,03,-26296,-13
2012,330452,04,62725,56
2012,330452,05,-19565,28
2012,330452,06,-41680,-21
2012,330452,07,1340193,1221
2012,330452,08,49751,49
2012,330452,09,572251,120
2012,330455,01,-97794,24
2012,330455,02,-2103170,-70
2012,330455,03,-3644924,-2572
2012,330455,04,-1993677,1356
2012,330455,05,-4098008,306
2012,330455,06,-1257619,4777
2012,330455,07,23795479,44170
2012,330455,08,-3492137,2368
2012,330455,09,11496385,12713
2012,330490,01,7522,12
2012,330490,02,2628,39
2012,330490,03,-156158,-136
2012,330490,04,-140994,64
2012,330490,05,-411841,-167
2012,330490,06,-144128,163
2012,330490,07,1046603,2250
2012,330490,08,-106531,106
2012,330490,09,-73656,114
2012,330500,01,-5276,-1
2012,330500,02,-87983,2
2012,330500,03,-156822,-23
2012,330500,04,-286722,4
2012,330500,05,-115715,6
2012,330500,06,-163086,-26
2012,330500,07,883635,503
2012,330500,08,371220,91
2012,330500,09,3598973,299
2012,330510,01,-8680,-12
2012,330510,02,-178486,-65
2012,330510,03,-41210,-22
2012,330510,04,-253482,-39
2012,330510,05,-243661,-144
2012,330510,06,83909,232
2012,330510,07,1343744,1980
2012,330510,08,-1023,84
2012,330510,09,46234,239
2012,330580,01,-1785,-2
2012,330580,02,-39100,-10
2012,330580,03,-83162,-51
2012,330580,04,-7088,59
2012,330580,05,-19656,89
2012,330580,06,22198,159
2012,330580,07,158461,540
2012,330580,08,-15920,55
2012,330580,09,-289980,26
2012,330630,01,3317,2
2012,330630,02,-83029,-91
2012,330630,03,-264823,-178
2012,330630,04,-244237,-143
2012,330630,05,-71066,-159
2012,330630,06,6291,142
2012,330630,07,971243,1925
2012,330630,08,-103492,-16
2012,330630,09,-752407,-3
2012,350160,01,6489,7
2012,350160,02,77382,93
2012,350160,03,-331106,-202
2012,350160,04,-311380,-173
2012,350160,05,-952404,-629
2012,350160,06,-555881,-202
2012,350160,07,-1271859,453
2012,350160,08,-32452,84
2012,350160,09,-639711,445
2012,350280,01,-41205,18
2012,350280,02,-73594,207
2012,350280,03,-687592,146
2012,350280,04,-40958,81
2012,350280,05,26950,222
2012,350280,06,-74415,117
2012,350280,07,1505526,1808
2012,350280,08,100999,110
2012,350280,09,300796,242
2012,350320,01,-11323,-1
2012,350320,02,102774,24
2012,350320,03,-273689,-274
2012,350320,04,-184411,22
2012,350320,05,-546499,-392
2012,350320,06,-269868,-158
2012,350320,07,1419647,1766
2012,350320,08,79176,129
2012,350320,09,194200,315
2012,350330,01,-52160,-57
2012,350330,02,-445788,-341
2012,350330,03,-320040,-250
2012,350330,04,-322857,-263
2012,350330,05,-245194,-96
2012,350330,06,-85819,22
2012,350330,07,-10150,454
2012,350330,08,-87719,20
2012,350330,09,-267183,58
2012,350410,01,-5755,-10
2012,350410,02,-198190,-274
2012,350410,03,172381,210
2012,350410,04,-370643,-373
2012,350410,05,-145727,-128
2012,350410,06,-268477,-184
2012,350410,07,-396917,87
2012,350410,08,-64162,35
2012,350410,09,-168024,113
2012,350570,01,10541,6
2012,350570,02,-109527,-58
2012,350570,03,-21857,277
2012,350570,04,-80530,465
2012,350570,05,-1620087,-1173
2012,350570,06,-88938,851
2012,350570,07,870104,3530
2012,350570,08,-1440619,417
2012,350570,09,-2528955,1808
2012,350600,01,179917,200
2012,350600,02,18638,28
2012,350600,03,-87166,-90
2012,350600,04,-38751,84
2012,350600,05,721302,903
2012,350600,06,-120096,290
2012,350600,07,1651107,3465
2012,350600,08,154395,275
2012,350600,09,-324253,522
2012,350760,01,4070,7
2012,350760,02,-1317,-6
2012,350760,03,-32178,9
2012,350760,04,17648,112
2012,350760,05,97453,216
2012,350760,06,-129023,-28
2012,350760,07,106008,578
2012,350760,08,-161475,-31
2012,350760,09,-442161,-34
2012,350920,01,-2736,-6
2012,350920,02,-50652,-38
2012,350920,03,-64274,-54
2012,350920,04,20018,28
2012,350920,05,-193870,-33
2012,350920,06,108818,177
2012,350920,07,-94669,502
2012,350920,08,-138081,41
2012,350920,09,-913854,-82
2012,350950,01,61048,78
2012,350950,02,-203068,134
2012,350950,03,-1106890,-757
2012,350950,04,-1750992,-358
2012,350950,05,-3039083,-1551
2012,350950,06,-891913,313
2012,350950,07,3544178,8888
2012,350950,08,-525517,674
2012,350950,09,-407458,2207
2012,351060,01,24345,43
2012,351060,02,95804,119
2012,351060,03,-107155,-123
2012,351060,04,-54681,14
2012,351060,05,-311340,-214
2012,351060,06,17709,76
2012,351060,07,382495,668
2012,351060,08,-10085,31
2012,351060,09,-74916,106
2012,351300,01,-9814,-7
2012,351300,02,-113737,-63
2012,351300,03,-83602,-65
2012,351300,04,-297888,-53
2012,351300,05,-603887,-309
2012,351300,06,-333451,-106
2012,351300,07,66025,1444
2012,351300,08,-561236,207
2012,351300,09,-1350114,354
2012,351350,01,-22238,-21
2012,351350,02,-217149,-141
2012,351350,03,-323335,-238
2012,351350,04,-1030045,-496
2012,351350,05,-1441751,-638
