Ano,Município,Faixa Empr Início Jan,Salário,SaldoMov
2016,420460,07,-2005373,-652
2016,420460,08,-1210610,-352
2016,420460,09,63592,-41
2016,420540,01,4002587,3405
2016,420540,02,-2969037,-1128
2016,420540,03,-3246591,-1139
2016,420540,04,-5484861,-1644
2016,420540,05,-3118259,-394
2016,420540,06,-4049130,-627
2016,420540,07,-4436711,-977
2016,420540,08,-5241254,327
2016,420540,09,-10524025,-2801
2016,420820,01,1667217,1650
2016,420820,02,-1574401,-594
2016,420820,03,-2270668,-883
2016,420820,04,-1972758,-595
2016,420820,05,-1890137,-457
2016,420820,06,-4083147,-1250
2016,420820,07,-1600260,-165
2016,420820,08,246510,308
2016,420820,09,-7060973,-699
2016,420890,01,570269,599
2016,420890,02,-1044124,-398
2016,420890,03,-1516201,-429
2016,420890,04,-1325120,-381
2016,420890,05,-1096436,-141
2016,420890,06,-1439342,-239
2016,420890,07,-892922,-266
2016,420890,08,-1818067,-282
2016,420890,09,-6721000,-2416
2016,420910,01,3571223,3241
2016,420910,02,-2757632,-1110
2016,420910,03,-3914619,-1211
2016,420910,04,-5451664,-1827
2016,420910,05,-4243645,-587
2016,420910,06,-7481205,-407
2016,420910,07,-3180348,-460
2016,420910,08,-3115071,-588
2016,420910,09,-6254906,-41
2016,420930,01,677492,587
2016,420930,02,-656796,-370
2016,420930,03,-688416,-378
2016,420930,04,-860564,-346
2016,420930,05,-474069,-275
2016,420930,06,-223443,28
2016,420930,07,-312492,-75
2016,420930,08,-312652,-171
2016,420930,09,56737,154
2016,421660,01,1638549,1535
2016,421660,02,-1280386,-606
2016,421660,03,-1500402,-518
2016,421660,04,-2977203,-885
2016,421660,05,-1536527,-582
2016,421660,06,-3983238,-1059
2016,421660,07,193595,506
2016,421660,08,5991,310
2016,421660,09,-888690,-722
2016,430210,01,355923,524
2016,430210,02,-816213,-365
2016,430210,03,-1008284,-349
2016,430210,04,-1316432,-436
2016,430210,05,-846751,-248
2016,430210,06,-1377096,-456
2016,430210,07,-763395,-205
2016,430210,08,-712977,-115
2016,430210,09,-49758,29
2016,430310,01,626806,591
2016,430310,02,-463436,-283
2016,430310,03,-470572,-80
2016,430310,04,-1173534,-502
2016,430310,05,-923435,-84
2016,430310,06,-1129165,-347
2016,430310,07,-528823,-310
2016,430310,08,-737542,-42
2016,430310,09,-411982,-366
2016,430460,01,1919385,1689
2016,430460,02,-815683,-377
2016,430460,03,-1524614,-602
2016,430460,04,-1003536,-588
2016,430460,05,-1195739,-315
2016,430460,06,-2095526,-490
2016,430460,07,-2404937,-439
2016,430460,08,-809245,-148
2016,430460,09,-223288,88
2016,430510,01,744941,1513
2016,430510,02,-3116142,-1240
2016,430510,03,-3660842,-1041
2016,430510,04,-5084571,-1599
2016,430510,05,-3116401,-477
2016,430510,06,-5325627,-1614
2016,430510,07,-2935636,-908
2016,430510,08,-2809941,-474
2016,430510,09,-4211542,-1057
2016,430920,01,619421,586
2016,430920,02,-802870,-275
2016,430920,03,-698449,-384
2016,430920,04,-887516,-284
2016,430920,05,-1159378,-450
2016,430920,06,-1512870,-803
2016,430920,07,-991084,-387
2016,430920,08,-703624,-285
2016,430920,09,-2319559,-851
2016,430930,01,398313,317
2016,430930,02,-308096,-203
2016,430930,03,-37791,-58
2016,430930,04,-372884,-179
2016,430930,05,-126346,-14
2016,430930,06,-446303,-51
2016,430930,07,17745,45
2016,430930,08,418878,79
2016,431340,01,1417850,1388
2016,431340,02,-1362931,-765
2016,431340,03,-1335292,-418
2016,431340,04,-1986762,-801
2016,431340,05,-837038,-266
2016,431340,06,-565545,-7
2016,431340,07,-355142,-19
2016,431340,08,-36099,-1
2016,431340,09,-500314,-133
2016,431410,01,719728,837
2016,431410,02,-627309,-329
2016,431410,03,-1137350,-415
2016,431410,04,-1180785,-341
2016,431410,05,-894870,51
2016,431410,06,-1117959,-444
2016,431410,07,-810909,-237
2016,431410,08,-624318,-235
2016,431410,09,-243091,364
2016,431440,01,968470,774
2016,431440,02,-804356,-590
2016,431440,03,-1087403,-535
2016,431440,04,-1202169,-464
2016,431440,05,-793145,-293
2016,431440,06,-662490,-443
2016,431440,07,-276980,-178
2016,431440,08,-338513,11
2016,431440,09,-164633,-3
2016,431490,01,6080371,6446
2016,431490,02,-7224506,-3375
2016,431490,03,-8568638,-3423
2016,431490,04,-11654003,-4198
2016,431490,05,-11188200,-2995
2016,431490,06,-13624169,-3623
2016,431490,07,-7465437,-1552
2016,431490,08,-8339653,-3482
2016,431490,09,-5066513,-617
2016,431560,01,598301,519
2016,431560,02,-418210,-226
2016,431560,03,-507313,-270
2016,431560,04,-923795,-478
2016,431560,05,432995,-117
2016,431560,06,-869011,-147
2016,431560,07,-511232,46
2016,431560,08,-44894,246
2016,431560,09,-17441514,-4582
2016,431680,01,460484,490
2016,431680,02,-523193,-304
2016,431680,03,-578311,-257
2016,431680,04,-567555,-250
2016,431680,05,-366868,-166
2016,431680,06,-699069,-250
2016,431680,07,148588,-15
2016,431680,08,-1188743,94
2016,431680,09,-291650,173
2016,431690,01,846538,840
2016,431690,02,-533124,-373
2016,431690,03,-799158,-390
2016,431690,04,-1255481,-688
2016,431690,05,-740353,-83
2016,431690,06,-471186,-143
2016,431690,07,-96959,-12
2016,431690,08,52587,170
2016,431690,09,60118,282
2016,431870,01,697296,906
2016,431870,02,-571469,-303
2016,431870,03,-1032816,-552
2016,431870,04,-1308841,-502
2016,431870,05,-722429,-201
2016,431870,06,-1046069,-321
2016,431870,07,-363808,46
2016,431870,08,453169,179
2016,431870,09,-1138377,307
2016,432200,01,80304,100
2016,432200,02,2346,-5
2016,432200,03,-39969,-22
2016,432200,04,53688,47
2016,432200,05,-665799,-209
2016,432200,06,-576452,-116
2016,432200,07,146827,87
2016,432200,08,-757462,-26
2016,500270,01,3807536,3574
2016,500270,02,-2023488,-1295
2016,500270,03,-2727969,-1105
2016,500270,04,-3744862,-1873
2016,500270,05,-2914879,-1404
2016,500270,06,-2946680,-793
2016,500270,07,-2820644,-781
2016,500270,08,-1372765,-378
2016,500270,09,-2066495,-1677
2016,500370,01,1222808,1000
2016,500370,02,-491305,-389
2016,500370,03,-511534,-344
2016,500370,04,-919790,-486
2016,500370,05,-720703,-227
2016,500370,06,-725713,-281
2016,500370,07,-217212,38
2016,500370,08,-98196,-9
2016,500370,09,-519970,-151
2016,500830,01,7427899,3592
2016,500830,02,-155558,-82
2016,500830,03,-176178,-86
2016,500830,04,8184,168
2016,500830,05,-612739,-284
2016,500830,06,-385213,-88
2016,500830,07,-6165,85
2016,500830,08,307128,193
2016,500830,09,-223435,8
2016,510340,01,2696028,2541
2016,510340,02,-2491967,-1482
2016,510340,03,-3401941,-2018
2016,510340,04,-5247355,-2267
2016,510340,05,-3171213,-1055
2016,510340,06,-4924114,-1790
2016,510340,07,-2546003,-763
2016,510340,08,-1350984,-692
2016,510340,09,-2164524,-431
2016,510760,01,1093572,974
2016,510760,02,-1025393,-592
2016,510760,03,-849093,-280
2016,510760,04,-1230102,-453
2016,510760,05,-634823,-214
2016,510760,06,-1551508,-393
2016,510760,07,-1997243,-544
2016,510760,08,-2406771,-509
2016,510840,01,707467,741
2016,510840,02,-775955,-477
2016,510840,03,-1075725,-593
2016,510840,04,-1285685,-809
2016,510840,05,-1484857,-428
2016,510840,06,-637681,-209
2016,510840,07,-209955,-105
2016,510840,08,-125416,-40
2016,510840,09,-1829854,-1342
2016,520110,01,1247036,1250
2016,520110,02,-1046206,-657
2016,520110,03,-1196265,-602
2016,520110,04,-1884161,-856
2016,520110,05,-920217,-445
2016,520110,06,-1984995,-829
2016,520110,07,-735875,-467
2016,520110,08,-513935,-457
2016,520110,09,-673751,-163
2016,520140,01,1370432,1621
2016,520140,02,-737235,-247
2016,520140,03,-1818000,-938
2016,520140,04,-2021377,-823
2016,520140,05,-2330069,-678
2016,520140,06,-1156614,202
2016,520140,07,-354385,103
2016,520140,08,-1269562,-191
2016,520140,09,-1423302,-1131
2016,520510,01,203608,325
2016,520510,02,-223973,-156
2016,520510,03,-441574,-225
2016,520510,04,-365471,-164
2016,520510,05,-460590,-209
2016,520510,06,-916014,-398
2016,520510,07,13524,14
2016,520510,08,-12377,187
2016,520510,09,-612655,-202
2016,520870,01,8776377,9587
2016,520870,02,-7611760,-4015
2016,520870,03,-7272601,-3173
2016,520870,04,-13770835,-4770
2016,520870,05,-7835234,-2530
2016,520870,06,-11367850,-4451
2016,520870,07,-6800513,-2072
2016,520870,08,-4246360,-1604
2016,520870,09,-6196121,-1001
2016,521880,01,1274643,1299
2016,521880,02,-824853,-467
2016,521880,03,-855233,-219
2016,521880,04,-1175248,-317
2016,521880,05,-720085,-326
2016,521880,06,-469583,-44
2016,521880,07,-899738,-518
2016,521880,09,-1475659,-991
2016,530010,01,7399954,8500
2016,530010,02,-8975223,-5097
2016,530010,03,-12502349,-6279
2016,530010,04,-16176011,-6820
2016,530010,05,-12427330,-5541
2016,530010,06,-16441372,-5605
2016,530010,07,-14163472,-4689
2016,530010,08,-2690953,1165
2016,530010,09,-12534970,-4161
2017,110020,01,1672176,1567
2017,110020,02,-979325,-576
2017,110020,03,-1341688,-649
2017,110020,04,-1347363,-391
2017,110020,05,-1276254,-91
2017,110020,06,-1777695,-804
2017,110020,07,-274954,57
2017,110020,08,-914556,-229
2017,110020,09,-357552,-217
2017,120040,01,1488593,1367
2017,120040,02,-525015,-401
2017,120040,03,-581088,-274
2017,120040,04,-421350,-142
2017,120040,05,-233162,62
2017,120040,06,-626427,-272
2017,120040,07,16398,-11
2017,120040,08,-183207,-64
2017,120040,09,-1710109,-1431
2017,130260,01,7974443,6484
2017,130260,02,-1566122,-800
2017,130260,03,-2489517,-1179
2017,130260,04,-4497848,-1635
2017,130260,05,-2141942,-85
2017,130260,06,-6879018,-1339
2017,130260,07,-3566637,205
2017,130260,08,-1807338,226
2017,130260,09,-8939756,-3242
2017,140010,01,1763937,1582
2017,140010,02,-384336,-272
2017,140010,03,-521510,-337
2017,140010,04,-453051,-125
2017,140010,05,204678,305
2017,140010,06,144132,282
2017,140010,07,29952,0
2017,140010,08,305316,294
2017,150080,01,2841440,2368
2017,150080,02,-312072,-181
2017,150080,03,-562887,-242
2017,150080,04,-754180,-322
2017,150080,05,-703585,-243
2017,150080,06,-1204976,-570
2017,150080,07,157915,225
2017,150080,08,-509598,-349
2017,150080,09,-79971,196
2017,150140,01,6100738,5225
2017,150140,02,-1984008,-1253
2017,150140,03,-2987340,-1556
2017,150140,04,-3967017,-1567
2017,150140,05,-2222093,-450
2017,150140,06,-3058543,-986
2017,150140,07,-3806298,-2093
2017,150140,08,-1725993,-261
2017,150140,09,-731771,-128
2017,150420,01,3698081,2811
2017,150420,02,-480447,-311
2017,150420,03,-664147,-382
2017,150420,04,-631048,-265
2017,150420,05,86866,236
2017,150420,06,-358746,-199
2017,150420,07,-384036,-200
2017,150420,08,86665,145
2017,150420,09,-565838,-65
2017,150553,01,1145696,875
2017,150553,02,-217978,-164
2017,150553,03,-954538,-461
2017,150553,04,-772278,-360
2017,150553,05,-576340,-124
2017,150553,06,294872,379
2017,150553,07,-917902,-277
2017,150553,08,-54420,-25
2017,150553,09,-2145433,-519
2017,150810,01,263898,245
2017,150810,02,-221244,-152
2017,150810,03,-149093,-109
2017,150810,04,-159326,-105
2017,150810,05,-107511,-43
2017,150810,06,-39328,-22
2017,150810,07,-197327,-111
2017,160030,01,1204482,959
2017,160030,02,-441657,-281
2017,160030,03,-284238,-95
2017,160030,04,-548460,-121
2017,160030,05,86510,115
2017,160030,06,-969539,-582
2017,160030,07,-1287700,-970
2017,160030,08,-249184,-87
2017,172100,01,1192388,1232
2017,172100,02,-587409,-291
2017,172100,03,-1289250,-700
2017,172100,04,-689945,-177
2017,172100,05,-545112,-154
2017,172100,06,-290905,-53
2017,172100,07,-983762,-560
2017,172100,08,112307,19
2017,172100,09,-14475,9
2017,210530,01,1574726,1336
2017,210530,02,-565103,-392
2017,210530,03,-547151,-223
2017,210530,04,-464130,-199
2017,210530,05,-600530,-158
2017,210530,06,-598805,-277
2017,210530,07,-287793,-55
2017,210530,08,280459,87
2017,210530,09,-909646,-398
2017,211130,01,7014918,5535
2017,211130,02,-1077311,-620
2017,211130,03,-1130994,-352
2017,211130,04,-2987673,-1184
2017,211130,05,-1525247,-314
2017,211130,06,-4760187,-1703
2017,211130,07,-3981321,-1032
2017,211130,08,-2977178,-1367
2017,211130,09,1978361,1656
2017,221100,01,5197816,4608
2017,221100,02,-794327,-506
2017,221100,03,-1327926,-688
2017,221100,04,-2116937,-669
2017,221100,05,-2670475,-1095
2017,221100,06,-316704,676
2017,221100,07,-1802917,-1202
2017,221100,08,-2263746,-515
2017,221100,09,-2166081,-526
2017,230370,01,949403,934
2017,230370,02,-249497,-151
2017,230370,03,-321568,-147
2017,230370,04,-282198,-160
2017,230370,05,-288423,-70
2017,230370,06,-114499,-81
2017,230370,07,-393414,-72
2017,230370,08,-3971,18
2017,230370,09,251882,214
2017,230440,01,14721061,12995
2017,230440,02,-4063720,-2439
2017,230440,03,-6628696,-3581
2017,230440,04,-7355151,-2131
2017,230440,05,-7524335,-2922
2017,230440,06,-11817651,-5316
2017,230440,07,-4896057,-1995
2017,230440,08,1665615,1815
2017,230440,09,-9744048,-2191
2017,230765,01,1007636,913
2017,230765,02,-23216,36
2017,230765,03,-366607,-187
2017,230765,04,-353148,-128
2017,230765,05,-607284,-406
2017,230765,06,-260575,-52
2017,230765,07,63752,17
2017,230765,08,309882,410
2017,230765,09,-913529,-442
2017,240800,01,1632167,1504
2017,240800,02,-531874,-338
2017,240800,03,-245239,-180
2017,240800,04,-331565,-41
2017,240800,05,26541,156
2017,240800,06,-952795,-476
2017,240800,07,-1035275,-689
2017,240800,08,-477716,-136
2017,240800,09,-395987,-347
2017,240810,01,3498960,3608
2017,240810,02,-1818336,-1323
2017,240810,03,-1764226,-893
2017,240810,04,-2761664,-781
2017,240810,05,-1439054,-580
2017,240810,06,-1499355,-695
2017,240810,07,-2431686,-756
2017,240810,08,-2683888,-781
2017,240810,09,908650,1094
2017,250400,01,1230545,1117
2017,250400,02,-729534,-442
2017,250400,03,-497332,-270
2017,250400,04,-834068,-408
2017,250400,05,-347009,-85
2017,250400,06,-684456,-283
2017,250400,07,-3528,155
2017,250400,08,-28219,69
2017,250400,09,-1321102,-1034
2017,250750,01,3484816,3243
2017,250750,02,-1787667,-1256
2017,250750,03,-2157778,-1217
2017,250750,04,-2277455,-1113
2017,250750,05,-1838098,-647
2017,250750,06,-964601,-330
2017,250750,07,-1629390,-452
2017,250750,08,574494,821
2017,250750,09,-677592,-856
2017,260290,01,750147,677
2017,260290,02,-105321,-19
2017,260290,03,-155058,-48
2017,260290,04,-850328,-325
2017,260290,05,-1379318,-246
2017,260290,06,-999345,-123
2017,260290,07,-302258,-64
2017,260290,08,-383402,-176
2017,260290,09,-259922,63
2017,260410,01,1571603,1528
2017,260410,02,-525952,-371
2017,260410,03,-880074,-672
2017,260410,04,-786676,-343
2017,260410,05,-396786,-55
2017,260410,06,-193499,252
2017,260410,07,-712236,-222
2017,260410,08,318229,384
2017,260410,09,-1072125,-812
2017,260720,01,1334449,876
2017,260720,02,-334754,-152
2017,260720,03,-255581,-104
2017,260720,04,147914,108
2017,260720,05,-424155,-202
2017,260720,06,-536115,-252
2017,260720,07,-402312,-69
2017,260720,08,-442346,-155
2017,260720,09,-2678126,-597
2017,260790,01,1883178,1903
2017,260790,02,-571999,-350
2017,260790,03,-930348,-386
2017,260790,04,-1895752,-706
2017,260790,05,-1153291,-571
2017,260790,06,-1653927,-311
2017,260790,07,-221079,-61
2017,260790,08,-784407,-44
2017,260790,09,-2949598,-981
2017,260960,01,816715,665
2017,260960,02,-454130,-265
2017,260960,03,-346722,-165
2017,260960,04,-344280,-188
2017,260960,05,-19200,28
2017,260960,06,42804,62
2017,260960,07,-1838237,-246
2017,260960,08,563443,634
2017,260960,09,-982892,-949
2017,261110,01,1512235,1502
2017,261110,02,-197663,-132
2017,261110,03,-387833,-109
2017,261110,04,-159126,25
2017,261110,05,-117022,115
2017,261110,06,-152336,9
2017,261110,07,-717922,-496
2017,261110,08,114910,136
2017,261110,09,-2640193,-2415
2017,261160,01,7494116,6574
2017,261160,02,-3141637,-1136
2017,261160,03,-4778380,-2158
2017,261160,04,-7666957,-2276
2017,261160,05,-4943998,-1293
2017,261160,06,-7325530,-2829
2017,261160,07,-4387207,-1148
2017,261160,08,-2522501,-115
2017,261160,09,-7858023,-3837
2017,270430,01,2540980,2463
2017,270430,02,-1389781,-947
2017,270430,03,-1066600,-434
2017,270430,04,-2210508,-947
2017,270430,05,-1509984,-673
2017,270430,06,-1891160,-632
2017,270430,07,-1952687,-1023
2017,270430,08,-393686,-202
2017,270430,09,-3126876,-779
2017,280030,01,1502799,2024
2017,280030,02,-1294545,-880
2017,280030,03,-1029498,-888
2017,280030,04,-1968279,-837
2017,280030,05,-1229913,-852
2017,280030,06,-1439072,-399
2017,280030,07,-1033082,-529
2017,280030,08,-1536923,673
2017,280030,09,-2566216,-565
2017,290570,01,600785,626
2017,290570,02,-562538,-284
2017,290570,03,-518119,-257
2017,290570,04,-711806,-157
2017,290570,05,-671900,-14
2017,290570,06,-1902397,-160
2017,290570,07,-2087933,-391
2017,290570,08,-1219420,-27
2017,290570,09,-313257,723
2017,291080,01,3075156,2359
2017,291080,02,-1010655,-733
2017,291080,03,-994975,-607
2017,291080,04,-1359426,-505
2017,291080,05,-754499,-79
2017,291080,06,-792068,-374
2017,291080,07,-957657,-363
2017,291080,08,255422,242
2017,291080,09,455200,449
2017,291920,01,1987803,1599
2017,291920,02,-250605,-169
2017,291920,03,-515133,-130
2017,291920,04,-699192,-428
2017,291920,05,-1027577,-496
2017,291920,06,-1005005,-237
2017,291920,07,-173770,-111
2017,291920,08,-2566620,-938
2017,291920,09,-1196372,-963
2017,292740,01,16116057,12604
2017,292740,02,-4950599,-2928
2017,292740,03,-5988421,-2955
2017,292740,04,-8611191,-2791
2017,292740,05,-6210027,-1526
2017,292740,06,-6610326,-1127
2017,292740,07,-6262971,-744
2017,292740,08,-5889086,-2507
2017,292740,09,-14902570,-3975
2017,292920,01,-17871,-5
2017,292920,02,-38541,-18
2017,292920,03,-41572,-24
2017,292920,04,10874,24
2017,292920,05,-186804,-83
2017,292920,06,9980,2
2017,292920,07,-243764,-81
2017,292920,08,109961,29
2017,292920,09,-1171915,-188
2017,293070,01,1034676,795
2017,293070,02,-123868,-25
2017,293070,03,-413218,-141
2017,293070,04,-560355,-179
2017,293070,05,-479253,-125
2017,293070,06,-1802592,-282
2017,293070,07,-658671,-152
2017,293070,08,-1468742,-388
2017,293070,09,-72459,-7
2017,293330,01,1383883,852
2017,293330,02,-667943,-554
2017,293330,03,-657256,-385
2017,293330,04,-793296,-501
2017,293330,05,-849172,-436
2017,293330,06,-800295,-388
2017,293330,07,322934,223
2017,293330,08,337654,469
2017,293330,09,-35815,35
2017,310400,01,1108103,841
2017,310400,02,-378148,-216
2017,310400,03,-600720,-266
2017,310400,04,-866201,-287
2017,310400,05,-603771,-153
2017,310400,06,-436606,-118
2017,310400,07,-654793,-55
2017,310400,08,-196639,3
2017,310400,09,-1263849,-424
2017,310620,01,19665015,16986
2017,310620,02,-9072801,-4972
2017,310620,03,-12489358,-5203
2017,310620,04,-6620033,-412
2017,310620,05,-9711404,-1448
2017,310620,06,-13827366,-2696
2017,310620,07,-9668128,-2035
2017,310620,08,-7592310,-1204
2017,310620,09,-22309297,-4227
2017,310670,01,3209783,2397
2017,310670,02,-552170,-289
2017,310670,03,-807874,-379
2017,310670,04,-640480,91
2017,310670,05,-1559753,-326
2017,310670,06,-2994477,-1014
2017,310670,07,-3229827,-284
2017,310670,08,-2452282,-237
2017,310670,09,-52439189,-1584
2017,311860,01,378601,3465
2017,311860,02,-2046818,-894
2017,311860,03,-2216793,-1044
2017,311860,04,-3470795,-1165
2017,311860,05,-3667673,-844
2017,311860,06,-1168824,1004
2017,311860,07,-2013222,-218
2017,311860,08,-2050213,-259
2017,311860,09,-3655109,-80
2017,312230,01,1691420,1635
2017,312230,02,-905738,-440
2017,312230,03,-843704,-355
2017,312230,04,-812031,-199
2017,312230,05,-673529,-313
2017,312230,06,-163063,77
2017,312230,07,-798982,87
2017,312230,08,-1039322,-629
2017,312230,09,111704,114
2017,312510,01,404647,371
2017,312510,02,14805,19
2017,312510,03,79092,68
2017,312510,04,-190913,-67
2017,312510,05,-277543,-114
2017,312510,06,219082,305
2017,312510,07,26938,143
2017,312510,08,42827,106
2017,312510,09,-12516,-26
2017,312770,01,706289,795
2017,312770,02,-676971,-406
2017,312770,03,-771577,-414
2017,312770,04,-901356,-297
2017,312770,05,69548,159
2017,312770,06,-245739,-1
2017,312770,07,-388202,-146
2017,312770,08,-73886,-55
2017,312770,09,-489779,-483
2017,313130,01,1277626,1262
2017,313130,02,-684762,-490
2017,313130,03,-671383,-322
2017,313130,04,-776744,-328
2017,313130,05,-440089,-183
2017,313130,06,-146061,4
2017,313130,07,-1277055,-264
2017,313130,08,267530,71
2017,313130,09,-1184145,167
2017,313170,01,365347,436
2017,313170,02,-337767,-237
2017,313170,03,-394826,-239
2017,313170,04,-337167,-182
2017,313170,05,-226141,-115
2017,313170,06,185607,-16
2017,313170,07,-1040442,-429
2017,313170,08,173747,97
2017,313170,09,-212208,125
2017,313670,01,3277894,2655
2017,313670,02,-1324501,-1063
2017,313670,03,-1200901,-734
2017,313670,04,-1069101,-975
2017,313670,05,-229282,-536
2017,313670,06,-138247,-104
2017,313670,07,-65439,78
2017,313670,08,-423509,180
2017,313670,09,-1185314,-452
2017,314330,01,2586590,2470
2017,314330,02,-803455,-566
2017,314330,03,-864019,-556
2017,314330,04,-644790,-409
2017,314330,05,-681650,-449
2017,314330,06,-690295,-328
2017,314330,07,-46732,5
2017,314330,08,9273,-15
2017,314330,09,-813211,-385
2017,314480,01,1823864,1351
2017,314480,02,-508144,-190
2017,314480,03,-404370,-156
2017,314480,04,-1030505,-224
2017,314480,05,-444314,-89
2017,314480,06,-1350782,-244
2017,314480,07,-207260,279
2017,314480,08,-3305471,-733
2017,314480,09,-1965126,-247
2017,314610,01,504324,349
2017,314610,02,-129988,-78
2017,314610,03,-204358,-103
2017,314610,04,-74847,17
2017,314610,05,-274882,-111
2017,314610,06,-351610,-160
2017,314610,07,-969655,-420
2017,314610,08,-633169,-381
2017,314610,09,-77979,142
2017,315180,01,1189890,908
2017,315180,02,-234025,-131
2017,315180,03,-528319,-168
2017,315180,04,-773501,-299
2017,315180,05,-970216,-179
2017,315180,06,-59201,168
2017,315180,07,-670230,-112
2017,315180,08,-564725,-69
2017,315180,09,126669,54
2017,315250,01,1684759,1161
2017,315250,02,-249981,-87
2017,315250,03,-424410,-237
2017,315250,04,-278405,-65
2017,315250,05,-731238,-34
2017,315250,06,-619118,-154
2017,315250,07,294579,257
2017,315250,08,-640096,-173
2017,315250,09,42326,21
2017,316720,01,1023649,923
2017,316720,02,-275858,-174
2017,316720,03,-569051,-286
2017,316720,04,-535724,-105
2017,316720,05,-140587,-62
2017,316720,06,400978,393
2017,316720,07,-62563,11
2017,316720,08,190889,204
2017,316720,09,-5538001,61
2017,317010,01,2421702,2217
2017,317010,02,-1045297,-596
2017,317010,03,-715632,-420
2017,317010,04,-1976408,-912
2017,317010,05,-1537286,-504
2017,317010,06,-1291473,-415
2017,317010,07,358984,198
2017,317010,08,-109547,-68
2017,317010,09,-976694,136
2017,317020,01,4248537,4263
2017,317020,02,-2589443,-1233
2017,317020,03,-2975060,-1120
2017,317020,04,-3863329,-719
2017,317020,05,-2790369,-42
2017,317020,06,-988046,66
2017,317020,07,-911274,692
2017,317020,08,-2108312,-651
2017,317020,09,-1892817,1105
2017,317070,01,2151647,1494
2017,317070,02,-553867,-332
2017,317070,03,-451114,-171
2017,317070,04,-475048,-144
2017,317070,05,-374860,-44
2017,317070,06,-894573,-410
2017,317070,07,446968,335
2017,317070,08,-259986,-50
2017,317070,09,-10462,74
2017,320060,01,1851788,1309
2017,320060,02,-181894,-72
2017,320060,03,-387904,-115
2017,320060,04,-424953,2
2017,320060,05,-178850,254
2017,320060,06,-187969,102
2017,320060,07,-446975,-153
2017,320060,08,-1109488,-178
2017,320060,09,-4204306,-88
2017,320120,01,923619,719
2017,320120,02,-669932,-323
2017,320120,03,-814045,-431
2017,320120,04,-1300073,-353
2017,320120,05,-528524,-159
2017,320120,06,-1296528,-239
2017,320120,07,-406469,-98
2017,320120,08,-498987,-189
2017,320120,09,-77702,21
2017,320130,01,1618916,1558
2017,320130,02,-587857,-363
2017,320130,03,-605731,-344
2017,320130,04,-1279103,-594
2017,320130,05,-391834,50
2017,320130,06,-889548,-349
2017,320130,07,-168519,-48
2017,320130,08,-54660,148
2017,320130,09,56562,48
2017,320320,01,1430114,1175
2017,320320,02,-416823,-335
2017,320320,03,-295100,-163
2017,320320,04,-744463,-301
2017,320320,05,-481755,-172
2017,320320,06,-214387,-61
2017,320320,07,-951758,-128
2017,320320,08,672073,397
2017,320320,09,-552925,-152
2017,320430,01,63000,62
2017,320430,02,-29786,-15
2017,320430,03,-20780,-16
2017,320430,04,2813,2
2017,320430,06,58571,55
2017,320500,01,1278216,1609
2017,320500,02,-1162281,-650
2017,320500,03,-1188887,-303
2017,320500,04,-1143045,-136
2017,320500,05,-673677,127
2017,320500,06,-3061211,-234
2017,320500,07,-1625226,-599
2017,320500,08,-4099116,-303
2017,320500,09,-3543690,-1961
2017,320520,01,2800869,2401
2017,320520,02,-1570707,-898
2017,320520,03,-1790516,-925
2017,320520,04,-2191743,-886
2017,320520,05,-817232,-243
2017,320520,06,-788865,-174
2017,320520,07,-556167,-88
2017,320520,08,-472807,-47
2017,320520,09,-9071,191
2017,320530,01,3759304,3013
2017,320530,02,-2139927,-979
2017,320530,03,-2547582,-986
2017,320530,04,-2793689,-255
2017,320530,05,-1891265,-145
2017,320530,06,-3634999,-480
2017,320530,07,-1433429,-550
2017,320530,08,-1634528,-25
2017,320530,09,-2184149,-321
2017,330010,01,32535,257
2017,330010,02,-399530,-207
2017,330010,03,-325986,-252
2017,330010,04,203384,229
2017,330010,05,-150337,-80
2017,330010,06,-206241,-77
2017,330010,07,-108812,-70
2017,330010,08,-66192,30
2017,330010,09,-3984045,-1130
2017,330040,01,816966,594
2017,330040,02,-292765,-174
2017,330040,03,-222669,-137
2017,330040,04,-397415,-178
2017,330040,05,-258550,17
2017,330040,06,-405148,-231
2017,330040,07,47524,-387
2017,330040,08,-727335,-184
2017,330045,01,365270,343
2017,330045,02,-185502,-139
2017,330045,03,-282203,-153
2017,330045,04,-494550,-274
2017,330045,05,-283578,-113
2017,330045,06,-417559,-188
2017,330045,07,-22451,-11
2017,330045,08,-206926,-25
2017,330045,09,-484936,-283
2017,330070,01,1529262,1240
2017,330070,02,-296439,-219
2017,330070,03,-243710,-172
2017,330070,04,-685238,-358
2017,330070,05,-111468,-6
2017,330070,06,-374575,-273
2017,330070,07,-267104,-146
2017,330070,08,-722119,-616
2017,330100,01,1450888,1124
2017,330100,02,-1035475,-658
2017,330100,03,-1655322,-714
2017,330100,04,-1966201,-805
2017,330100,05,-1765902,-718
2017,330100,06,-1730436,-842
2017,330100,07,-703453,-352
2017,330100,08,-692398,-106
2017,330170,01,2786093,2212
2017,330170,02,-1128475,-702
2017,330170,03,-1860374,-1042
2017,330170,04,-2341898,-1016
2017,330170,05,-1569191,-667
2017,330170,06,-2757277,-1271
2017,330170,07,-2565548,-904
2017,330170,08,-626232,-318
2017,330170,09,-11556347,-4826
2017,330200,01,329161,207
2017,330200,02,-222584,-149
2017,330200,03,-374299,-189
2017,330200,04,-487943,-271
2017,330200,05,-539058,-238
