Ano,Município,IBGE Subsetor,Salário,SaldoMov
2011,354880,2,-80089,22
2011,354880,20,499911,353
2011,354880,21,352621,693
2011,354880,22,135253,160
2011,354880,23,-191963,69
2011,354880,24,155827,-6
2011,354880,25,12515,10
2011,354880,3,-150532,16
2011,354880,4,155517,90
2011,354880,5,14276,27
2011,354880,6,-1306259,1247
2011,354880,7,-365975,-111
2011,354880,8,4683,5
2011,354880,9,-40959,-7
2011,354890,1,-58976,-10
2011,354890,10,36525,77
2011,354890,11,-1248,60
2011,354890,13,311423,463
2011,354890,14,20958,13
2011,354890,15,163656,140
2011,354890,16,106805,370
2011,354890,17,245042,283
2011,354890,18,-28417,19
2011,354890,19,531036,762
2011,354890,2,-48417,-45
2011,354890,20,262966,221
2011,354890,21,380750,534
2011,354890,22,103701,108
2011,354890,23,128951,149
2011,354890,24,93108,87
2011,354890,25,-145539,-60
2011,354890,3,-221519,-81
2011,354890,4,-393943,-344
2011,354890,5,24337,62
2011,354890,6,-29948,-18
2011,354890,7,-18624,-12
2011,354890,8,31535,39
2011,354890,9,-8020,115
2011,354980,1,-4853,-5
2011,354980,10,-65322,-20
2011,354980,11,-160898,-125
2011,354980,12,-963,0
2011,354980,13,-402002,-338
2011,354980,14,579,1
2011,354980,15,854236,819
2011,354980,16,260258,1542
2011,354980,17,57468,332
2011,354980,18,-385814,72
2011,354980,19,-67527,322
2011,354980,2,208303,149
2011,354980,20,88283,266
2011,354980,21,572557,903
2011,354980,22,379419,606
2011,354980,23,-45305,40
2011,354980,24,67394,35
2011,354980,25,-73345,47
2011,354980,3,-113563,28
2011,354980,4,-39280,5
2011,354980,5,-79831,42
2011,354980,6,-311025,-121
2011,354980,7,56858,138
2011,354980,8,-86130,97
2011,354980,9,48588,79
2011,354990,10,-21705,219
2011,354990,11,-138706,-50
2011,354990,13,199784,166
2011,354990,14,-184975,-45
2011,354990,15,-5286650,-1345
2011,354990,16,-906082,249
2011,354990,17,317990,598
2011,354990,18,-96436,71
2011,354990,19,-1575234,-1464
2011,354990,2,-204731,-70
2011,354990,20,-124693,311
2011,354990,21,-169651,370
2011,354990,22,-136066,257
2011,354990,23,238400,278
2011,354990,24,177915,73
2011,354990,25,-14650,-32
2011,354990,3,3978,51
2011,354990,4,-241194,30
2011,354990,5,-151492,19
2011,354990,6,-3401967,-92
2011,354990,7,11084,24
2011,354990,8,-227886,39
2011,354990,9,919546,223
2011,355030,1,108331,58
2011,355030,10,-4894387,1142
2011,355030,11,-5464694,-2529
2011,355030,12,-17718,-40
2011,355030,13,2304718,5397
2011,355030,14,-2753709,-1041
2011,355030,15,5667661,17611
2011,355030,16,-1176648,20712
2011,355030,17,9788729,10613
2011,355030,18,3015702,7595
2011,355030,19,54584266,47162
2011,355030,2,-294653,128
2011,355030,20,2255760,13811
2011,355030,21,18674375,38216
2011,355030,22,14615605,14990
2011,355030,23,-2165933,4910
2011,355030,24,-1266422,-124
2011,355030,25,1060181,872
2011,355030,3,-3974389,-1001
2011,355030,4,-1725831,1616
2011,355030,5,-192371,337
2011,355030,6,-1257576,179
2011,355030,7,51099,355
2011,355030,8,-10033992,-59
2011,355030,9,-295268,331
2011,355070,1,-1337,-2
2011,355070,11,1730,3
2011,355070,13,-101020,-125
2011,355070,14,15801,24
2011,355070,15,-607746,-383
2011,355070,16,-53059,33
2011,355070,17,-10731,-6
2011,355070,18,16618,11
2011,355070,19,128667,112
2011,355070,2,-8972,-8
2011,355070,20,104122,106
2011,355070,21,-136934,147
2011,355070,22,1334,14
2011,355070,23,-71855,27
2011,355070,25,9610,10
2011,355070,3,-4176,1
2011,355070,4,-41489,-26
2011,355070,6,-5760,-6
2011,355070,7,-4768,-4
2011,355070,8,491,2
2011,355100,1,439,0
2011,355100,10,3124,10
2011,355100,11,-2614,-1
2011,355100,12,-1588,-1
2011,355100,13,47864,36
2011,355100,14,-48949,-8
2011,355100,15,-121624,-88
2011,355100,16,-46456,246
2011,355100,17,73822,92
2011,355100,18,-6651,15
2011,355100,2,-108558,-20
2011,355100,20,-168991,-10
2011,355100,21,162857,224
2011,355100,22,-35618,-19
2011,355100,23,51788,74
2011,355100,24,6676,3
2011,355100,25,-3154,-2
2011,355100,3,16060,25
2011,355100,4,68376,60
2011,355100,5,1260,2
2011,355100,6,-2696,-2
2011,355100,7,61200,53
2011,355100,8,-8884,-5
2011,355100,9,183951,27
2011,355170,10,-9330,-10
2011,355170,11,9996,33
2011,355170,12,-2124,-3
2011,355170,13,-193423,30
2011,355170,14,-15309,-25
2011,355170,15,236902,208
2011,355170,16,291267,532
2011,355170,17,42494,130
2011,355170,18,9438,36
2011,355170,19,-249595,-97
2011,355170,2,-1922,4
2011,355170,20,118794,180
2011,355170,21,20538,6
2011,355170,22,-69968,5
2011,355170,23,-6963,-3
2011,355170,25,7590,41
2011,355170,3,185972,351
2011,355170,4,-102608,288
2011,355170,5,-14179,-17
2011,355170,6,-5363,-2
2011,355170,7,-26860,-20
2011,355170,8,-12226,-11
2011,355170,9,-36113,15
2011,355220,1,-500,0
2011,355220,10,1533770,1181
2011,355220,11,-453480,-475
2011,355220,13,320515,444
2011,355220,14,-4120,2
2011,355220,15,-3002323,-2393
2011,355220,16,607629,1545
2011,355220,17,337917,402
2011,355220,18,-68037,50
2011,355220,19,1220323,2023
2011,355220,2,75869,109
2011,355220,20,961686,831
2011,355220,21,526959,1126
2011,355220,22,234219,388
2011,355220,23,157727,173
2011,355220,24,202313,208
2011,355220,25,6319,32
2011,355220,3,-1524485,-405
2011,355220,4,4139914,1844
2011,355220,5,-89451,204
2011,355220,6,875300,903
2011,355220,7,-54601,7
2011,355220,8,-284272,-168
2011,355220,9,-35086,96
2011,355240,1,-296,0
2011,355240,10,-148167,18
2011,355240,11,-183829,-67
2011,355240,12,1907,2
2011,355240,13,62008,126
2011,355240,14,44970,50
2011,355240,15,-252185,-169
2011,355240,16,359364,622
2011,355240,17,17820,91
2011,355240,18,-25166,-5
2011,355240,19,-72984,196
2011,355240,2,-30124,-11
2011,355240,20,-170322,136
2011,355240,21,-61645,-28
2011,355240,22,39857,45
2011,355240,23,112213,190
2011,355240,24,-201468,-86
2011,355240,25,-38643,-39
2011,355240,3,-49788,122
2011,355240,4,-100827,-33
2011,355240,5,325456,214
2011,355240,6,-1103933,-108
2011,355240,7,-25472,-20
2011,355240,8,-20742,-10
2011,355240,9,-48239,-7
2011,355250,1,-8347,1
2011,355250,10,-323258,27
2011,355250,11,-439273,-357
2011,355250,12,-12341,-9
2011,355250,13,111889,138
2011,355250,14,21503,115
2011,355250,15,469125,355
2011,355250,16,248465,605
2011,355250,17,78102,102
2011,355250,18,-46421,-6
2011,355250,19,269286,204
2011,355250,2,-8940,65
2011,355250,20,-116385,-80
2011,355250,21,112293,209
2011,355250,22,238053,268
2011,355250,23,94198,104
2011,355250,24,-78170,-51
2011,355250,25,-19117,-34
2011,355250,3,17607,54
2011,355250,4,-234979,-76
2011,355250,5,-32339,-8
2011,355250,6,98041,102
2011,355250,7,39293,51
2011,355250,8,63947,78
2011,355250,9,-25785,5
2011,355280,10,-328365,-218
2011,355280,11,-79655,-85
2011,355280,13,33269,42
2011,355280,14,65105,108
2011,355280,15,-185653,-46
2011,355280,16,434247,492
2011,355280,17,80508,143
2011,355280,18,-5686,18
2011,355280,19,501680,977
2011,355280,2,-32,-3
2011,355280,20,169042,165
2011,355280,21,163255,-122
2011,355280,22,-287069,-7
2011,355280,23,-58789,5
2011,355280,24,-95041,-37
2011,355280,25,5495,10
2011,355280,3,-106623,-78
2011,355280,4,-72482,-33
2011,355280,5,-31773,-30
2011,355280,6,-223186,-113
2011,355280,7,-453169,-199
2011,355280,8,-66691,-53
2011,355280,9,-11058,-3
2011,355410,1,15813,24
2011,355410,10,-70736,22
2011,355410,11,-29912,26
2011,355410,13,77631,116
2011,355410,14,-25426,-5
2011,355410,15,543743,584
2011,355410,16,-117236,256
2011,355410,17,305286,330
2011,355410,18,-6037,15
2011,355410,19,610443,914
2011,355410,2,-40315,4
2011,355410,20,-217005,-87
2011,355410,21,468412,666
2011,355410,22,-6664,88
2011,355410,23,359204,87
2011,355410,24,-49072,-34
2011,355410,25,-114315,-118
2011,355410,3,-154598,-26
2011,355410,4,-216067,33
2011,355410,5,-53283,-6
2011,355410,6,-632550,136
2011,355410,7,-11812,2
2011,355410,8,216448,216
2011,355410,9,22462,28
2011,355620,1,1391,3
2011,355620,10,-152700,-71
2011,355620,11,-1020,7
2011,355620,12,1226,5
2011,355620,13,-414017,-131
2011,355620,14,-138047,-81
2011,355620,15,154932,137
2011,355620,16,472396,446
2011,355620,17,85505,145
2011,355620,18,-16587,6
2011,355620,19,336376,353
2011,355620,2,-2118,28
2011,355620,20,55805,81
2011,355620,21,156614,338
2011,355620,22,-89886,-51
2011,355620,23,-193749,-92
2011,355620,24,51814,43
2011,355620,25,-29865,-26
2011,355620,3,35983,52
2011,355620,4,106134,9
2011,355620,5,-24940,-2
2011,355620,6,-137887,72
2011,355620,7,20332,21
2011,355620,8,-110093,19
2011,355620,9,-46665,-31
2011,355670,10,-112702,27
2011,355670,11,-122115,-40
2011,355670,13,85814,130
2011,355670,14,-601679,-172
2011,355670,15,16359,48
2011,355670,16,260800,319
2011,355670,17,196917,110
2011,355670,18,-10049,2
2011,355670,19,170783,439
2011,355670,2,-71597,71
2011,355670,20,-46898,-71
2011,355670,21,-131046,37
2011,355670,22,10201,12
2011,355670,23,47254,48
2011,355670,24,167896,130
2011,355670,25,-10049,-15
2011,355670,3,-161769,-36
2011,355670,4,130052,112
2011,355670,5,22690,20
2011,355670,6,-250427,-84
2011,355670,7,-41226,-19
2011,355670,8,-370603,115
2011,355670,9,46252,13
2011,410180,1,9334,0
2011,410180,10,-59690,204
2011,410180,11,803,-3
2011,410180,12,-894,3
2011,410180,13,41721,219
2011,410180,14,20996,20
2011,410180,15,-7900802,-3222
2011,410180,16,17167,259
2011,410180,17,-33944,24
2011,410180,18,22240,21
2011,410180,19,422356,563
2011,410180,2,131044,139
2011,410180,20,-17086,51
2011,410180,21,195872,182
2011,410180,22,59547,68
2011,410180,23,45811,56
2011,410180,24,117397,8
2011,410180,25,-9330,-9
2011,410180,3,111876,347
2011,410180,4,64685,217
2011,410180,5,-114,9
2011,410180,6,100939,170
2011,410180,7,23522,76
2011,410180,8,-108343,22
2011,410180,9,784,45
2011,410480,1,3115,5
2011,410480,10,-38407,70
2011,410480,11,-30832,34
2011,410480,12,-7313,-9
2011,410480,13,-703084,87
2011,410480,14,94230,111
2011,410480,15,150347,453
2011,410480,16,224378,1180
2011,410480,17,308327,542
2011,410480,18,-10888,79
2011,410480,19,400825,850
2011,410480,2,35034,61
2011,410480,20,237651,452
2011,410480,21,-13380,359
2011,410480,22,-376,354
2011,410480,23,247370,212
2011,410480,24,46344,53
2011,410480,25,-28725,147
2011,410480,3,41827,33
2011,410480,4,32651,58
2011,410480,5,-5271,1
2011,410480,6,-39861,78
2011,410480,7,40276,64
2011,410480,8,-61408,-9
2011,410480,9,38878,67
2011,410690,1,-7536,5
2011,410690,10,-187209,99
2011,410690,11,-110748,1
2011,410690,12,15221,16
2011,410690,13,-609378,550
2011,410690,14,248005,1298
2011,410690,15,4913540,6089
2011,410690,16,-3656052,3624
2011,410690,17,843670,1769
2011,410690,18,-2636674,297
2011,410690,19,-412574,2939
2011,410690,2,-932266,-528
2011,410690,20,3330203,4792
2011,410690,21,1227669,4820
2011,410690,22,269712,764
2011,410690,23,-167139,1069
2011,410690,24,-318745,36
2011,410690,25,74860,179
2011,410690,3,560075,807
2011,410690,4,-858347,-769
2011,410690,5,2119704,2953
2011,410690,6,450306,339
2011,410690,7,-161796,-22
2011,410690,8,-732019,48
2011,410690,9,-163050,23
2011,410830,1,-5062,-4
2011,410830,10,-13607,-8
2011,410830,11,-49783,-55
2011,410830,12,-1409,-2
2011,410830,13,-35973,-25
2011,410830,14,-558241,-28
2011,410830,15,80914,346
2011,410830,16,234615,781
2011,410830,17,-22706,31
2011,410830,18,-6324,37
2011,410830,19,250889,366
2011,410830,2,39186,44
2011,410830,20,98666,115
2011,410830,21,314718,768
2011,410830,22,113681,199
2011,410830,23,171729,159
2011,410830,24,279236,382
2011,410830,25,-14095,-4
2011,410830,3,16043,33
2011,410830,4,-2537,-2
2011,410830,5,6258,8
2011,410830,6,-1568,-2
2011,410830,7,22869,31
2011,410830,8,-30609,-17
2011,410830,9,7136,9
2011,410940,1,10512,10
2011,410940,10,39628,36
2011,410940,11,6013,13
2011,410940,12,8816,13
2011,410940,13,56742,99
2011,410940,14,17265,15
2011,410940,15,-197383,-188
2011,410940,16,-189306,267
2011,410940,17,91956,174
2011,410940,18,-5424,16
2011,410940,19,18351,95
2011,410940,2,12699,20
2011,410940,20,55181,79
2011,410940,21,142646,211
2011,410940,22,49871,91
2011,410940,23,91985,58
2011,410940,24,-17658,-17
2011,410940,25,-20163,18
2011,410940,3,-28296,-21
2011,410940,4,7301,12
2011,410940,5,726,1
2011,410940,6,-7355,-5
2011,410940,7,-104120,-80
2011,410940,8,-159057,-40
2011,410940,9,-12382,-3
2011,411370,1,14619,10
2011,411370,10,-358570,-185
2011,411370,11,-685876,-429
2011,411370,12,2106,3
2011,411370,13,-302743,31
2011,411370,14,-42032,-5
2011,411370,15,202949,490
2011,411370,16,-823499,1112
2011,411370,17,1748,172
2011,411370,18,-60630,110
2011,411370,19,623018,1331
2011,411370,2,38389,81
2011,411370,20,13516,302
2011,411370,21,-485432,396
2011,411370,22,79996,457
2011,411370,23,256194,381
2011,411370,24,47597,113
2011,411370,25,130173,209
2011,411370,3,-29360,123
2011,411370,4,201203,258
2011,411370,5,-47810,72
2011,411370,6,8082,12
2011,411370,7,-109533,-49
2011,411370,8,-95805,-23
2011,411370,9,-113832,-46
2011,411520,1,25291,30
2011,411520,10,12431,135
2011,411520,11,-326197,-269
2011,411520,12,8287,10
2011,411520,13,-960815,-437
2011,411520,14,3669,14
2011,411520,15,-334301,49
2011,411520,16,-113214,1608
2011,411520,17,120380,392
2011,411520,18,-157370,67
2011,411520,19,668593,909
2011,411520,2,4894,30
2011,411520,20,1166565,1612
2011,411520,21,613174,997
2011,411520,22,53982,478
2011,411520,23,187997,308
2011,411520,24,29613,5
2011,411520,25,-52845,-44
2011,411520,3,28083,121
2011,411520,4,27338,92
2011,411520,5,-178196,38
2011,411520,6,67055,96
2011,411520,7,90192,126
2011,411520,8,85792,119
2011,411520,9,-134680,-95
2011,411820,1,-15952,12
2011,411820,10,65664,193
2011,411820,11,8940,12
2011,411820,13,46021,73
2011,411820,14,29750,9
2011,411820,15,148971,172
2011,411820,16,-3631,335
2011,411820,17,33098,40
2011,411820,18,38120,31
2011,411820,19,544066,596
2011,411820,2,1221,2
2011,411820,20,-180050,62
2011,411820,21,51472,105
2011,411820,22,11044,20
2011,411820,23,52341,11
2011,411820,24,-10227,-11
2011,411820,25,-15505,-14
2011,411820,3,-37010,12
2011,411820,4,14362,17
2011,411820,6,43,-1
2011,411820,7,3567,4
2011,411820,9,-1292,-1
2011,411915,10,-102029,-21
2011,411915,11,13850,33
2011,411915,13,-84024,-23
2011,411915,14,26659,27
2011,411915,15,179813,410
2011,411915,16,-10232,322
2011,411915,17,439597,249
2011,411915,18,-27045,-5
2011,411915,19,40941,182
2011,411915,2,13315,10
2011,411915,20,62567,83
2011,411915,21,298828,379
2011,411915,22,30411,17
2011,411915,23,25887,50
2011,411915,24,19463,-3
2011,411915,25,2188,0
2011,411915,3,-608805,-336
2011,411915,4,-105708,25
2011,411915,5,159663,99
2011,411915,6,-67401,39
2011,411915,7,-36607,-44
2011,411915,8,-140839,-40
2011,411915,9,-12700,19
2011,411990,1,25793,37
2011,411990,10,-73446,-56
2011,411990,11,-45714,-42
2011,411990,12,-688,-1
2011,411990,13,-17605,79
2011,411990,14,8594,9
2011,411990,15,302776,417
2011,411990,16,326995,1135
2011,411990,17,91020,163
2011,411990,18,-25699,28
2011,411990,19,44428,337
2011,411990,2,54388,67
2011,411990,20,261049,383
2011,411990,21,716040,540
2011,411990,22,-67914,114
2011,411990,23,168454,152
2011,411990,24,950833,1063
2011,411990,25,-3588,97
2011,411990,3,-134015,13
2011,411990,4,124461,147
2011,411990,5,-20086,-23
2011,411990,6,-55088,-4
2011,411990,7,-117199,-53
2011,411990,8,16594,11
2011,411990,9,145875,217
2011,412550,1,6724,8
2011,412550,10,187003,318
2011,412550,11,-52437,33
2011,412550,12,1770,2
2011,412550,13,-139322,45
2011,412550,14,24469,29
2011,412550,15,-254050,51
2011,412550,16,-6470,1000
2011,412550,17,90845,340
2011,412550,18,-15833,37
2011,412550,19,1048824,522
2011,412550,2,48814,109
2011,412550,20,553991,1327
2011,412550,21,233064,432
2011,412550,22,157369,153
2011,412550,23,181975,213
2011,412550,24,-60891,-35
2011,412550,25,-1927,-8
2011,412550,3,-62455,153
2011,412550,4,-144955,124
2011,412550,5,43285,15
2011,412550,6,-3638144,1311
2011,412550,7,-94597,-36
2011,412550,8,-85706,-20
2011,412550,9,50943,62
2011,412770,1,-1843,7
2011,412770,10,310443,387
2011,412770,11,-121357,-67
2011,412770,12,-7812,21
2011,412770,13,-113185,196
2011,412770,14,10752,16
2011,412770,15,84022,98
2011,412770,16,182867,645
2011,412770,17,82747,99
2011,412770,18,-38751,-6
2011,412770,19,143899,205
2011,412770,2,12417,12
2011,412770,20,9836,23
2011,412770,21,110770,258
2011,412770,22,36026,75
2011,412770,23,84483,69
2011,412770,24,-226,0
2011,412770,25,29258,60
2011,412770,3,35852,64
2011,412770,4,28846,73
2011,412770,5,-3307,6
2011,412770,6,7110,11
2011,412770,7,11653,22
2011,412770,8,7141,14
2011,412770,9,-10511,2
2011,420240,1,-3713,-5
2011,420240,10,-105969,3
2011,420240,11,-2824923,-1421
2011,420240,13,7410,134
2011,420240,14,-27974,-36
2011,420240,15,282636,365
2011,420240,16,176016,1572
2011,420240,17,-413628,173
2011,420240,18,87868,275
2011,420240,19,175452,661
2011,420240,2,-17541,25
2011,420240,20,45804,322
2011,420240,21,47591,695
2011,420240,22,-106288,139
2011,420240,23,2626,114
2011,420240,24,-2111316,-276
2011,420240,25,18466,23
2011,420240,3,-163576,129
2011,420240,4,-228694,-20
2011,420240,5,-114822,101
2011,420240,6,-120605,-40
2011,420240,7,31636,44
2011,420240,8,-273061,-23
2011,420240,9,-116489,-26
2011,420290,1,14662,13
2011,420290,10,-87436,-30
2011,420290,11,-2456947,-1004
2011,420290,12,1669,2
2011,420290,13,-78990,-21
2011,420290,14,-4320,-2
2011,420290,15,339386,271
2011,420290,16,205023,655
2011,420290,17,246947,285
2011,420290,18,12269,30
2011,420290,19,45999,120
2011,420290,2,-6409,2
2011,420290,20,34164,52
2011,420290,21,80023,175
2011,420290,22,52664,87
2011,420290,23,-2311,45
2011,420290,24,-116858,-105
2011,420290,25,-10497,-10
2011,420290,3,-30126,13
2011,420290,4,-223,94
2011,420290,5,-102171,-46
2011,420290,6,-22424,104
2011,420290,7,-19296,-1
2011,420290,8,21683,24
2011,420290,9,72915,68
2011,420420,1,4548,4
2011,420420,10,10534,59
2011,420420,11,11477,16
2011,420420,12,-7772,-12
2011,420420,13,-3525,656
2011,420420,14,30714,37
2011,420420,15,641725,328
2011,420420,16,113490,983
2011,420420,17,-150832,48
2011,420420,18,-56615,70
2011,420420,19,389371,661
2011,420420,2,-17619,-21
2011,420420,20,110750,254
2011,420420,21,111151,355
2011,420420,22,188831,262
2011,420420,23,4834,97
2011,420420,24,421692,252
2011,420420,25,22,25
2011,420420,3,-88296,-19
2011,420420,4,129007,124
2011,420420,5,-15283,82
2011,420420,6,-64586,-21
2011,420420,7,13770,41
2011,420420,8,20041,39
2011,420420,9,3410,27
2011,420460,1,-6433,6
2011,420460,10,-477358,-100
2011,420460,11,-489434,-160
2011,420460,12,-2022,-1
2011,420460,13,12554,76
2011,420460,14,-28168,-2
2011,420460,15,144091,424
2011,420460,16,-884320,114
2011,420460,17,-53276,86
2011,420460,18,-90577,30
2011,420460,19,446550,830
2011,420460,2,28680,314
2011,420460,20,25106,194
2011,420460,21,-708344,125
2011,420460,22,105727,225
2011,420460,23,45126,100
2011,420460,25,-15554,-17
2011,420460,3,-147011,12
2011,420460,4,83723,144
2011,420460,5,-26389,20
2011,420460,6,-3683,2
2011,420460,7,-71473,30
2011,420460,8,-45554,35
2011,420460,9,-7723,16
2011,420540,1,-8797,4
2011,420540,10,-44247,-12
2011,420540,11,-45490,-27
2011,420540,12,-2183,-3
2011,420540,13,-648108,-710
2011,420540,14,-817139,155
2011,420540,15,1289396,1784
2011,420540,16,-938798,682
2011,420540,17,19802,290
2011,420540,18,-498265,49
2011,420540,19,1594253,3392
2011,420540,2,1183,1
2011,420540,20,-157980,371
2011,420540,21,-1513813,688
2011,420540,22,430845,578
2011,420540,23,220848,371
2011,420540,24,-6043,21
2011,420540,25,51460,56
2011,420540,3,19400,16
2011,420540,4,131726,115
2011,420540,5,-19295,-11
2011,420540,6,1313079,85
2011,420540,7,8288,12
2011,420540,8,-29702,55
2011,420540,9,-77170,-3
2011,420820,1,11653,12
2011,420820,10,-154184,-22
2011,420820,11,-59517,-25
2011,420820,12,1310,2
2011,420820,13,83586,307
2011,420820,14,-4499,12
2011,420820,15,48287,183
2011,420820,16,-212817,402
2011,420820,17,190540,371
2011,420820,18,-27444,4
2011,420820,19,408805,906
2011,420820,2,19378,28
2011,420820,20,97569,373
2011,420820,21,109018,433
2011,420820,22,-58718,135
2011,420820,23,-321169,68
2011,420820,24,93374,-1
2011,420820,25,-124951,-11
2011,420820,3,-113912,-29
2011,420820,4,7230,22
2011,420820,5,161792,166
2011,420820,6,186806,316
2011,420820,7,-3584,-2
2011,420820,8,49189,71
2011,420820,9,35026,21
2011,420890,1,4456,4
2011,420890,10,12541,32
2011,420890,11,-1483895,-573
2011,420890,13,-767275,-644
2011,420890,14,16898,19
2011,420890,15,-4934,35
2011,420890,16,-340657,356
2011,420890,17,62560,89
2011,420890,18,21868,35
2011,420890,19,-281382,453
2011,420890,2,21060,22
2011,420890,20,1911,67
2011,420890,21,-60623,114
2011,420890,22,29351,159
2011,420890,23,-84679,-18
2011,420890,24,279695,203
2011,420890,25,17901,19
2011,420890,3,24066,65
2011,420890,4,47110,181
2011,420890,5,-269045,272
2011,420890,6,-17561,3
2011,420890,7,5749,37
2011,420890,8,21441,76
2011,420890,9,187040,251
2011,420910,1,31493,39
2011,420910,10,-1165840,158
2011,420910,11,-719632,-373
2011,420910,12,-802,0
2011,420910,13,-32666,176
2011,420910,14,117745,179
2011,420910,15,909849,1239
2011,420910,16,-240425,1807
2011,420910,17,5000,324
2011,420910,18,-189037,15
2011,420910,19,67336,1009
2011,420910,2,109383,102
2011,420910,20,-24573,542
2011,420910,21,856544,1787
2011,420910,22,-66513,262
2011,420910,23,-331550,87
2011,420910,24,-1894,1
2011,420910,25,-45934,-31
2011,420910,3,460987,1384
2011,420910,4,-1501979,50
2011,420910,5,-153499,60
2011,420910,6,-814549,-349
2011,420910,7,-33783,14
2011,420910,8,-112813,-18
2011,420910,9,-82356,48
2011,420930,1,10335,14
2011,420930,10,-86151,0
2011,420930,11,44159,77
2011,420930,13,14004,49
2011,420930,14,-32493,-11
2011,420930,15,-356102,-232
2011,420930,16,-186164,189
2011,420930,17,-19982,38
2011,420930,18,14758,30
2011,420930,19,168488,377
2011,420930,2,-8300,-11
2011,420930,20,-298960,-175
2011,420930,21,-69124,19
2011,420930,22,-51946,61
2011,420930,23,162779,91
2011,420930,24,-4081,-4
2011,420930,25,-394962,-477
2011,420930,3,-12487,30
2011,420930,4,53214,134
2011,420930,5,-1411,0
2011,420930,6,1758,4
2011,420930,7,-361480,-280
2011,420930,8,-37212,15
2011,420930,9,-2945,7
2011,421660,1,714,5
2011,421660,10,-164155,-34
2011,421660,11,23731,65
2011,421660,12,616,1
2011,421660,13,-34825,36
2011,421660,14,-56861,5
2011,421660,15,418140,515
2011,421660,16,82524,1056
2011,421660,17,93440,390
2011,421660,18,-47396,-6
2011,421660,19,798037,1306
2011,421660,2,8900,45
2011,421660,20,87457,130
2011,421660,21,1326093,2800
2011,421660,22,26772,49
2011,421660,23,-244960,120
2011,421660,24,-30021,-36
2011,421660,25,-105633,-122
2011,421660,3,-65121,7
2011,421660,4,-8175,29
2011,421660,5,40341,13
2011,421660,6,-47318,-26
2011,421660,7,38763,44
2011,421660,8,-44034,-33
2011,421660,9,14770,11
2011,430210,1,-8780,4
2011,430210,10,-52906,13
2011,430210,11,374,36
2011,430210,12,1623,3
2011,430210,13,-46500,137
2011,430210,14,-253,-7
2011,430210,15,234725,279
2011,430210,16,-193311,135
2011,430210,17,40746,58
2011,430210,18,-8416,17
2011,430210,19,185398,242
2011,430210,2,14393,23
2011,430210,20,185867,207
2011,430210,21,-70236,24
2011,430210,22,120859,162
2011,430210,23,65628,105
2011,430210,25,-14118,-24
2011,430210,3,71672,117
2011,430210,4,28783,86
2011,430210,5,-4082,14
2011,430210,6,-43265,-16
2011,430210,7,282103,499
2011,430210,8,23811,72
2011,430210,9,-118341,-24
2011,430310,10,-1171,46
2011,430310,11,-46232,26
2011,430310,13,124607,156
2011,430310,14,51571,61
2011,430310,15,201486,458
2011,430310,16,-75937,227
2011,430310,17,33214,301
2011,430310,18,-56136,7
2011,430310,19,104317,376
2011,430310,2,-168,3
2011,430310,20,277343,346
2011,430310,21,-70524,-321
2011,430310,22,36616,44
2011,430310,23,52362,79
2011,430310,24,7324,5
2011,430310,25,-4580,-6
2011,430310,3,-269112,-113
2011,430310,4,-556978,-160
2011,430310,5,-67656,28
2011,430310,6,46087,66
2011,430310,7,-786,6
2011,430310,8,1156,-13
2011,430310,9,-68304,5
2011,430460,1,699,2
2011,430460,10,-35585,70
2011,430460,11,-13760,9
2011,430460,12,-141,0
2011,430460,13,19333,133
2011,430460,14,8747,16
2011,430460,15,169898,154
2011,430460,16,-99317,609
2011,430460,17,84805,296
2011,430460,18,-3050,40
2011,430460,19,93809,390
2011,430460,2,-195877,-3
2011,430460,20,234577,608
2011,430460,21,113446,61
2011,430460,22,-80324,130
2011,430460,23,-621755,19
2011,430460,24,-91145,-176
2011,430460,25,297,0
2011,430460,3,-13884,93
2011,430460,4,-578837,5
2011,430460,5,-151431,-21
2011,430460,6,16709,33
2011,430460,7,29646,69
2011,430460,8,-37164,-7
2011,430460,9,-78077,-37
2011,430510,1,4382,7
2011,430510,10,-435957,-52
2011,430510,11,-769196,-525
2011,430510,12,6755,10
2011,430510,13,-237023,79
2011,430510,14,-113474,99
2011,430510,15,4921,424
2011,430510,16,-759680,815
2011,430510,17,213550,354
2011,430510,18,-125797,85
2011,430510,19,207503,648
2011,430510,2,105116,156
2011,430510,20,-121271,319
2011,430510,21,379029,1128
2011,430510,22,86597,345
2011,430510,23,-204012,454
2011,430510,24,2923,5
2011,430510,25,-78851,-12
2011,430510,3,-98239,764
2011,430510,4,-230306,315
2011,430510,5,-300278,2
2011,430510,6,-156677,1661
2011,430510,7,-100742,144
2011,430510,8,-149703,5
2011,430510,9,-85591,19
2011,430920,1,13011,15
2011,430920,10,-52268,-2
2011,430920,11,19453,49
2011,430920,12,2865,4
2011,430920,13,-78516,27
2011,430920,14,-8774,4
2011,430920,15,43504,74
2011,430920,16,141814,379
2011,430920,17,-51216,28
2011,430920,18,9562,23
2011,430920,19,-19420,47
2011,430920,2,148441,155
2011,430920,20,295211,309
2011,430920,21,139367,228
2011,430920,22,-54849,55
2011,430920,23,-34052,23
2011,430920,24,-1444,-7
2011,430920,25,10046,14
2011,430920,3,-73102,69
2011,430920,4,-68520,124
2011,430920,5,-67473,83
2011,430920,6,10619,276
2011,430920,7,-9016,13
2011,430920,8,13427,39
2011,430920,9,412624,465
