Ano,Município,Raça Cor,Salário,SaldoMov
2016,130260,02,-12261584,-4759
2016,130260,04,-199922,-110
2016,130260,06,-1026051,-296
2016,130260,08,-36107926,-13711
2016,130260,09,-200805,26
2016,140010,01,-10624,-4
2016,140010,02,-470226,-139
2016,140010,04,-13392,13
2016,140010,06,-122672,-85
2016,140010,08,-1555282,-902
2016,140010,09,597398,326
2016,150080,01,-207,4
2016,150080,02,-1266120,-666
2016,150080,04,-115758,-84
2016,150080,06,-52763,-27
2016,150080,08,-2313876,-1105
2016,150080,09,309347,210
2016,150140,01,-28920,-2
2016,150140,02,-6150221,-2490
2016,150140,04,-635116,-284
2016,150140,06,-286535,-72
2016,150140,08,-14461089,-7083
2016,150140,09,-469246,123
2016,150420,01,-22799,-12
2016,150420,02,-994501,-290
2016,150420,04,-218104,-110
2016,150420,06,-43553,-27
2016,150420,08,-4324263,-2165
2016,150420,09,-255347,-91
2016,150553,01,-34490,-6
2016,150553,02,-412618,-115
2016,150553,04,-23896,47
2016,150553,06,-91784,-41
2016,150553,08,-5268190,-2118
2016,150553,09,280458,261
2016,150810,02,-71154,-95
2016,150810,04,5636,1
2016,150810,06,-4078,-4
2016,150810,08,-134040,-70
2016,150810,09,-22103,-8
2016,160030,01,-26912,-20
2016,160030,02,-1162843,-504
2016,160030,04,-126657,-57
2016,160030,06,-29893,-18
2016,160030,08,-3102670,-1591
2016,160030,09,-391622,-90
2016,172100,01,-8514,-8
2016,172100,02,-1197996,-362
2016,172100,04,-100295,1
2016,172100,06,-117912,-51
2016,172100,08,-4460308,-1989
2016,172100,09,-678942,-173
2016,210530,01,-11189,-10
2016,210530,02,-1160804,-617
2016,210530,04,38063,116
2016,210530,06,-46654,-33
2016,210530,08,-1346517,25
2016,210530,09,-39814,-4
2016,211130,01,-159168,-102
2016,211130,02,-7273405,-2369
2016,211130,04,-860146,-218
2016,211130,06,-319489,-125
2016,211130,08,-15601221,-7079
2016,211130,09,16954,300
2016,221100,01,-6744,9
2016,221100,02,-2794367,-1354
2016,221100,04,-954684,-815
2016,221100,06,-143637,-97
2016,221100,08,-10793313,-7364
2016,221100,09,215270,387
2016,230370,01,40775,35
2016,230370,02,-1782008,-331
2016,230370,04,13520,23
2016,230370,06,-61559,2
2016,230370,08,-6786571,-2600
2016,230370,09,-3696134,-1106
2016,230440,01,-211386,-181
2016,230440,02,-13143572,-3078
2016,230440,04,-1554491,-304
2016,230440,06,-848544,-412
2016,230440,08,-35674447,-13872
2016,230440,09,-429443,487
2016,230765,01,-45525,-36
2016,230765,02,-1024606,-338
2016,230765,04,-116429,-77
2016,230765,06,-273289,-198
2016,230765,08,-3688172,-1243
2016,230765,09,-103540,-145
2016,240800,01,-1330,-1
2016,240800,02,-1978550,-838
2016,240800,04,-57746,27
2016,240800,06,79451,70
2016,240800,08,-3818104,-1775
2016,240800,09,-974790,-553
2016,240810,01,-97911,-54
2016,240810,02,-7273600,-3751
2016,240810,04,-529974,-316
2016,240810,06,-366409,-288
2016,240810,08,-7679603,-4294
2016,240810,09,-2633723,-1534
2016,250400,01,4129,4
2016,250400,02,-1902251,-1081
2016,250400,04,-128949,-106
2016,250400,06,-54423,-30
2016,250400,08,-2401013,-1415
2016,250400,09,493913,647
2016,250750,01,-30897,-23
2016,250750,02,-6043634,-3311
2016,250750,04,-403702,-180
2016,250750,06,-173526,-107
2016,250750,08,-9103622,-5337
2016,250750,09,483610,548
2016,260290,01,-23870,-6
2016,260290,02,-2014807,-617
2016,260290,04,-223797,-101
2016,260290,06,-166584,-14
2016,260290,08,-3407871,-2038
2016,260290,09,241287,174
2016,260410,01,-29476,-18
2016,260410,02,-3179204,-1772
2016,260410,04,-203109,-61
2016,260410,06,-131180,-80
2016,260410,08,-2100884,-856
2016,260410,09,-573907,-469
2016,260720,01,-25915,-4
2016,260720,02,-1475155,-257
2016,260720,04,-232913,-78
2016,260720,06,-145481,-8
2016,260720,08,-631843,378
2016,260720,09,-510240,27
2016,260790,01,-82675,-42
2016,260790,02,-5295790,-2191
2016,260790,04,-203150,45
2016,260790,06,-32129,-7
2016,260790,08,-5191441,-1761
2016,260790,09,585151,686
2016,260960,01,-15171,-11
2016,260960,02,-2975188,-2277
2016,260960,04,-132589,-72
2016,260960,06,-17503,-10
2016,260960,08,-3175182,-1308
2016,260960,09,360953,1
2016,261110,01,20444,18
2016,261110,02,-1097211,-427
2016,261110,04,53249,126
2016,261110,06,-6053,0
2016,261110,08,-2630504,-1239
2016,261110,09,119948,71
2016,261160,01,-386356,-107
2016,261160,02,-26938968,-10331
2016,261160,04,-2251868,-969
2016,261160,06,-485414,-229
2016,261160,08,-35028037,-16171
2016,261160,09,1181007,1629
2016,270430,01,-75516,-36
2016,270430,02,-4608846,-1849
2016,270430,04,-449732,-254
2016,270430,06,-292035,-193
2016,270430,08,-13446188,-5404
2016,270430,09,191497,589
2016,280030,01,-42223,-41
2016,280030,02,-6429472,-3627
2016,280030,04,-471706,-285
2016,280030,06,-768725,-332
2016,280030,08,-7522502,-3481
2016,280030,09,-734372,-300
2016,290570,01,-48239,-18
2016,290570,02,-3470354,-428
2016,290570,04,-981669,-230
2016,290570,06,-80955,-26
2016,290570,08,-6682079,-2551
2016,290570,09,-2532602,-1241
2016,291080,01,-16900,0
2016,291080,02,-2342817,-989
2016,291080,04,-805677,-311
2016,291080,06,-98064,-46
2016,291080,08,-7153085,-4046
2016,291080,09,-1064885,-610
2016,291920,01,-32741,-30
2016,291920,02,-2658422,-1214
2016,291920,04,-915306,-738
2016,291920,06,-79663,-79
2016,291920,08,-8489783,-6762
2016,291920,09,-1622735,-1145
2016,292740,01,-143736,-82
2016,292740,02,-15957371,-4139
2016,292740,04,-6909718,-3075
2016,292740,06,-472191,-219
2016,292740,08,-41592973,-15706
2016,292740,09,-9030861,-4960
2016,292920,01,-20612,-3
2016,292920,02,-83487,-15
2016,292920,04,-68843,-14
2016,292920,06,-3201,-1
2016,292920,08,-726874,-342
2016,292920,09,-82878,-12
2016,293070,01,-72993,-24
2016,293070,02,-2064516,-743
2016,293070,04,-855477,-398
2016,293070,06,-57696,-12
2016,293070,08,-2805521,-586
2016,293070,09,-468374,-184
2016,293330,01,-6363,-6
2016,293330,02,-1287351,-785
2016,293330,04,39685,57
2016,293330,06,12241,7
2016,293330,08,-961339,-355
2016,293330,09,-328579,-229
2016,310400,01,-10182,-5
2016,310400,02,-1324969,375
2016,310400,04,-167823,21
2016,310400,06,-67943,-8
2016,310400,08,-1104382,7
2016,310400,09,-174202,-61
2016,310620,01,-405931,-149
2016,310620,02,-78436760,-22972
2016,310620,04,-6217356,-2186
2016,310620,06,-1129555,-395
2016,310620,08,-54991893,-17969
2016,310620,09,387859,2428
2016,310670,01,-169644,-14
2016,310670,02,-45044252,-4967
2016,310670,04,-4842976,-605
2016,310670,06,-1008245,-119
2016,310670,08,-23867596,-3151
2016,310670,09,191195,399
2016,311860,01,-155159,-43
2016,311860,02,-14819742,-4851
2016,311860,04,-1884249,-675
2016,311860,06,-145003,-84
2016,311860,08,-12427792,-4643
2016,311860,09,-1018068,-286
2016,312230,01,-42721,-19
2016,312230,02,-3921473,-1612
2016,312230,04,-184011,-47
2016,312230,06,-21756,-14
2016,312230,08,-370103,569
2016,312230,09,108915,111
2016,312510,01,-62819,-23
2016,312510,02,-1557383,-296
2016,312510,04,-46928,6
2016,312510,06,30763,4
2016,312510,08,476036,591
2016,312510,09,-297772,-59
2016,312770,01,-19233,-11
2016,312770,02,-2302884,-1165
2016,312770,04,-289727,-200
2016,312770,06,-65834,-31
2016,312770,08,-2087062,-1267
2016,312770,09,-2187,100
2016,313130,01,36652,28
2016,313130,02,-5152591,-2489
2016,313130,04,-132102,-7
2016,313130,06,-103730,-52
2016,313130,08,-2393869,-773
2016,313130,09,503933,423
2016,313170,01,-11478,-7
2016,313170,02,-2192349,-1029
2016,313170,04,-463258,-218
2016,313170,06,-339158,-190
2016,313170,08,-2870635,-1103
2016,313170,09,-101055,-83
2016,313670,01,-3930,-4
2016,313670,02,-4680492,-2610
2016,313670,04,-729974,-450
2016,313670,06,34718,-13
2016,313670,08,-1417376,-619
2016,313670,09,-508452,-54
2016,314330,01,-24318,-15
2016,314330,02,-2331202,-1390
2016,314330,04,-89941,-37
2016,314330,06,-157316,-126
2016,314330,08,-871191,-574
2016,314330,09,167550,232
2016,314480,01,-44845,-18
2016,314480,02,-5586660,-882
2016,314480,04,-161779,0
2016,314480,06,19643,3
2016,314480,08,-3575430,-457
2016,314480,09,-249880,64
2016,314610,01,-5633,-4
2016,314610,02,-1157513,-471
2016,314610,04,-43414,-45
2016,314610,06,-175061,-21
2016,314610,08,405493,473
2016,314610,09,-121237,-74
2016,315180,01,-33,0
2016,315180,02,-3231750,-771
2016,315180,04,-44121,27
2016,315180,06,-22390,-7
2016,315180,08,-482102,-4
2016,315180,09,-156464,-84
2016,315250,01,-16707,-12
2016,315250,02,-3200621,-1532
2016,315250,04,-53084,-31
2016,315250,06,-20801,-13
2016,315250,08,-415665,-140
2016,315250,09,52557,73
2016,316720,01,-9654,-4
2016,316720,02,-5835678,-1653
2016,316720,04,-471247,-94
2016,316720,06,-131230,-45
2016,316720,08,-8494431,-1228
2016,316720,09,105677,235
2016,317010,01,-13425,-9
2016,317010,02,-6204713,-2500
2016,317010,04,-564501,-307
2016,317010,06,-105290,-53
2016,317010,08,-1529956,-526
2016,317010,09,508717,630
2016,317020,01,-42993,-20
2016,317020,02,-16438109,-5643
2016,317020,04,-1217439,-600
2016,317020,06,-148763,-20
2016,317020,08,-722248,2741
2016,317020,09,742207,781
2016,317070,01,-5124,-3
2016,317070,02,-1685757,-468
2016,317070,04,-107979,52
2016,317070,06,-94156,-29
2016,317070,08,-246982,-69
2016,317070,09,145278,212
2016,320060,01,-21772,-12
2016,320060,02,-1482871,-308
2016,320060,04,-311275,-110
2016,320060,06,-244118,-42
2016,320060,08,-2535692,0
2016,320060,09,8942,0
2016,320120,01,-4829,-4
2016,320120,02,-3751371,-1805
2016,320120,04,-682067,-343
2016,320120,06,-92548,-69
2016,320120,08,-1107019,-457
2016,320120,09,-5879,25
2016,320130,01,-10948,-4
2016,320130,02,-2257950,-1214
2016,320130,04,-216303,-124
2016,320130,06,-2602,22
2016,320130,08,-2199405,-1040
2016,320130,09,-72939,28
2016,320320,01,2302,8
2016,320320,02,-1896875,-948
2016,320320,04,-252411,-135
2016,320320,06,-25696,-31
2016,320320,08,-2290882,-1041
2016,320320,09,120126,104
2016,320430,02,-340,1
2016,320430,04,-4911,-4
2016,320430,06,164,0
2016,320430,08,-37945,-24
2016,320430,09,-11210,-11
2016,320500,01,-66875,-21
2016,320500,02,-8263830,-2743
2016,320500,04,-2275343,-743
2016,320500,06,-155328,-39
2016,320500,08,-11068580,-4122
2016,320500,09,-531589,-9
2016,320520,01,-71594,-28
2016,320520,02,-6029601,-2683
2016,320520,04,-401332,-261
2016,320520,06,-128833,-72
2016,320520,08,-4093830,-1766
2016,320520,09,454811,441
2016,320530,01,-26146,-16
2016,320530,02,-13655035,-3611
2016,320530,04,-1208966,-451
2016,320530,06,-298289,-141
2016,320530,08,-9172035,-3851
2016,320530,09,-94360,83
2016,330010,01,-723,-1
2016,330010,02,-6229012,-2225
2016,330010,04,-1277046,-456
2016,330010,06,-61019,-27
2016,330010,08,-4946137,-1776
2016,330010,09,-349859,-125
2016,330040,01,-6814,-5
2016,330040,02,-1613515,-856
2016,330040,04,-170353,-109
2016,330040,06,-35619,-26
2016,330040,08,-1014747,-676
2016,330040,09,-60892,-14
2016,330045,01,11529,9
2016,330045,02,-1942319,-909
2016,330045,04,-65006,-6
2016,330045,06,-18400,-2
2016,330045,08,-564686,-238
2016,330045,09,124567,134
2016,330070,01,16358,13
2016,330070,02,-1814441,-1098
2016,330070,04,196104,152
2016,330070,06,-2143,-10
2016,330070,08,-136454,-75
2016,330070,09,320298,307
2016,330100,01,-13670,-13
2016,330100,02,-9310675,-4618
2016,330100,04,-596490,-128
2016,330100,06,-44916,-16
2016,330100,08,-1812663,-389
2016,330100,09,-681480,-368
2016,330170,01,-42067,-18
2016,330170,02,-19435178,-6613
2016,330170,04,-2861511,-1297
2016,330170,06,-688983,-297
2016,330170,08,-12960952,-5946
2016,330170,09,-368189,94
2016,330200,01,-2208,0
2016,330200,02,-2267759,-882
2016,330200,04,-160256,-87
2016,330200,06,-8709,4
2016,330200,08,-1734476,-724
2016,330200,09,-54694,-8
2016,330240,01,-292515,-55
2016,330240,02,-29145544,-6133
2016,330240,04,-2826492,-792
2016,330240,06,-510748,-83
2016,330240,08,-22624972,-4751
2016,330240,09,-2481563,-480
2016,330270,01,-54,0
2016,330270,02,-639184,-391
2016,330270,04,-44197,-17
2016,330270,06,-2578,-2
2016,330270,08,-87963,-49
2016,330270,09,73348,86
2016,330330,01,-179469,-77
2016,330330,02,-25867642,-8857
2016,330330,04,-2050739,-801
2016,330330,06,-111399,-54
2016,330330,08,-6702668,-2558
2016,330330,09,16027,347
2016,330340,01,800,1
2016,330340,02,-2034566,-1143
2016,330340,04,-142196,-62
2016,330340,06,6081,4
2016,330340,08,-38516,19
2016,330340,09,-231219,-86
2016,330350,01,-19344,-20
2016,330350,02,-3527943,-1795
2016,330350,04,-44875,7
2016,330350,06,-568414,-34
2016,330350,08,-1754281,-1123
2016,330350,09,311634,364
2016,330390,01,1199,-1
2016,330390,02,-4177637,-2005
2016,330390,04,48412,128
2016,330390,06,783,6
2016,330390,08,-753896,-105
2016,330390,09,37043,90
2016,330415,02,-135899,-60
2016,330415,04,-8849,-6
2016,330415,08,-59759,-31
2016,330415,09,-7767,-7
2016,330420,01,-1144,3
2016,330420,02,-3986188,-860
2016,330420,04,-397262,-201
2016,330420,06,44030,-1
2016,330420,08,-823568,-430
2016,330420,09,-27950,47
2016,330452,01,-10494,-6
2016,330452,02,-5338227,-1431
2016,330452,04,-1166648,-204
2016,330452,06,-20935,-9
2016,330452,08,-3055933,-419
2016,330452,09,-77420,-16
2016,330455,01,-1727699,-494
2016,330455,02,-315755010,-75353
2016,330455,04,-26980830,-12342
2016,330455,06,-5921931,-1990
2016,330455,08,-135605102,-51873
2016,330455,09,-7612856,-428
2016,330490,01,-13388,-5
2016,330490,02,-7170019,-3496
2016,330490,04,-835121,-503
2016,330490,06,-40122,-52
2016,330490,08,-2236641,-1052
2016,330490,09,-350534,33
2016,330500,01,-15960,-2
2016,330500,02,-2400756,-860
2016,330500,04,-394998,-202
2016,330500,06,185,0
2016,330500,08,-874233,-339
2016,330500,09,-41462,-33
2016,330510,01,-10963,-6
2016,330510,02,-3368051,-2023
2016,330510,04,-54110,8
2016,330510,06,-95427,-73
2016,330510,08,-4085781,-2656
2016,330510,09,-149748,11
2016,330580,01,-13387,-3
2016,330580,02,-2019885,-1109
2016,330580,04,-44813,24
2016,330580,06,1544,2
2016,330580,08,-1132242,-641
2016,330580,09,75528,55
2016,330630,01,4841,5
2016,330630,02,-5803721,-2300
2016,330630,04,-1047511,-615
2016,330630,06,-99826,-59
2016,330630,08,-2455295,-790
2016,330630,09,-34677,60
2016,350160,01,-116202,-11
2016,350160,02,-8571733,-3109
2016,350160,04,-200943,-70
2016,350160,06,-582525,-302
2016,350160,08,-627488,-366
2016,350160,09,26103,140
2016,350280,01,-52692,-18
2016,350280,02,-2855385,-895
2016,350280,04,-146336,-14
2016,350280,06,-103847,-16
2016,350280,08,-1303692,-580
2016,350280,09,124484,150
2016,350320,01,35476,28
2016,350320,02,-5019153,-1924
2016,350320,04,84568,93
2016,350320,06,100641,72
2016,350320,08,519207,545
2016,350320,09,25717,132
2016,350330,01,-18136,-11
2016,350330,02,-3569224,-1061
2016,350330,04,-291042,-159
2016,350330,06,-6178,-4
2016,350330,08,-250259,-32
2016,350330,09,65545,70
2016,350410,01,-10406,-5
2016,350410,02,-2112284,-114
2016,350410,04,3773,63
2016,350410,06,-66972,-13
2016,350410,08,-355308,-79
2016,350410,09,-129297,50
2016,350570,01,-198607,-74
2016,350570,02,-44996661,-7770
2016,350570,04,-1998664,-763
2016,350570,06,-355988,-38
2016,350570,08,-9822261,-2339
2016,350570,09,-519057,654
2016,350600,01,-56762,-33
2016,350600,02,-10017216,-3542
2016,350600,04,-635432,-295
2016,350600,06,-204898,-39
2016,350600,08,-480203,116
2016,350600,09,163342,287
2016,350760,01,248,-1
2016,350760,02,-1476330,311
2016,350760,04,89814,89
2016,350760,06,-54013,-4
2016,350760,08,257675,290
2016,350760,09,111862,193
2016,350920,01,-8643,-13
2016,350920,02,-4304392,-1466
2016,350920,04,-394412,-211
2016,350920,06,-176140,-30
2016,350920,08,-2253382,-1214
2016,350920,09,-231709,-130
2016,350950,01,-96381,-55
2016,350950,02,-42987746,-11317
2016,350950,04,-1652555,-612
2016,350950,06,-749063,-121
2016,350950,08,-9264503,-3436
2016,350950,09,-1236970,704
2016,351060,01,-13135,-9
2016,351060,02,-2887657,-965
2016,351060,04,-136867,-35
2016,351060,06,-17518,-8
2016,351060,08,-1007216,-439
2016,351060,09,222001,305
2016,351300,01,-16460,-4
2016,351300,02,-10174131,-2969
2016,351300,04,-454897,-199
2016,351300,06,-125558,-7
2016,351300,08,-2985127,-1271
2016,351300,09,-206621,-86
2016,351350,01,-49290,-5
2016,351350,02,-10171067,-3195
2016,351350,04,-701369,-312
2016,351350,06,-117415,-40
2016,351350,08,-6144379,-2710
2016,351350,09,-772826,-337
2016,351380,01,-107297,-28
2016,351380,02,-12346673,-3100
2016,351380,04,-560195,-143
2016,351380,06,-215483,-46
2016,351380,08,-3726082,-1531
2016,351380,09,-920075,-329
2016,351500,01,619,2
2016,351500,02,-1902912,6
2016,351500,04,99135,153
2016,351500,06,-3556,35
2016,351500,08,-652235,-269
2016,351500,09,98787,131
2016,351620,01,-87695,-52
2016,351620,02,-5085236,-1268
2016,351620,04,-85324,19
2016,351620,06,-2967,-2
2016,351620,08,225448,509
2016,351620,09,123900,134
2016,351840,01,-9123,-7
2016,351840,02,-2691486,-854
2016,351840,04,-170008,-62
2016,351840,06,-13915,5
2016,351840,08,75790,309
2016,351840,09,71030,58
2016,351870,01,-129542,-35
2016,351870,02,-2928867,-1147
2016,351870,04,-277736,-101
2016,351870,06,-63089,-28
2016,351870,08,-2116053,-1037
2016,351870,09,-118919,141
2016,351880,01,-153953,-75
2016,351880,02,-36380254,-9109
2016,351880,04,-2042310,-416
2016,351880,06,-600987,-20
2016,351880,08,-9251774,-2004
2016,351880,09,-1845148,-532
2016,351907,01,-5111,0
2016,351907,02,-7558601,-849
2016,351907,04,-462250,-52
2016,351907,06,-224752,-28
2016,351907,08,-1389017,-210
2016,351907,09,-259432,-3
2016,352050,01,-23055,-12
2016,352050,02,-9956570,-2135
2016,352050,04,-187095,-33
2016,352050,06,-176429,7
2016,352050,08,161584,442
2016,352050,09,-639386,-107
2016,352250,01,-29186,-15
2016,352250,02,-3489667,-1154
2016,352250,04,-138757,-29
2016,352250,06,17955,-21
2016,352250,08,-3726519,-2278
2016,352250,09,-114272,49
2016,352310,01,-9533,-14
2016,352310,02,-1763473,-646
2016,352310,04,39358,23
2016,352310,06,-30111,-3
2016,352310,08,-1619901,-962
2016,352310,09,-211937,-130
2016,352340,01,-11250,-5
2016,352340,02,-5106388,-1874
2016,352340,04,-304744,-165
2016,352340,06,-41251,-12
2016,352340,08,-1145274,-454
2016,352340,09,196048,177
2016,352390,01,2150,2
2016,352390,02,-6025463,-955
2016,352390,04,-89992,37
2016,352390,06,-59313,13
2016,352390,08,-484606,39
2016,352390,09,-54253,24
2016,352440,01,-8845,-4
2016,352440,02,-4436278,-1297
2016,352440,04,-88721,-36
2016,352440,06,495156,499
2016,352440,08,-94446,3
2016,352440,09,335865,396
2016,352470,01,-7241,-2
2016,352470,02,-3355438,-686
2016,352470,04,-79471,2
2016,352470,06,26025,5
2016,352470,08,5010,147
2016,352470,09,-78342,-70
2016,352590,01,-57459,-10
2016,352590,02,-25102094,-5507
2016,352590,04,-866356,-165
2016,352590,06,-595093,-227
2016,352590,08,-2680779,-44
2016,352590,09,-23424,-123
2016,352690,01,-10825,-6
2016,352690,02,-7881887,-2113
2016,352690,04,-343710,-131
2016,352690,06,-14891,-3
2016,352690,08,-218110,48
2016,352690,09,7951,143
2016,352730,01,-15689,-11
2016,352730,02,-6234601,-967
2016,352730,04,-195236,-46
2016,352730,06,7863,6
2016,352730,08,-471870,-147
2016,352730,09,138744,129
2016,352900,01,9823,6
2016,352900,02,-3064807,70
2016,352900,04,-110776,-18
2016,352900,06,-172474,-31
2016,352900,08,-456807,150
2016,352900,09,217576,204
2016,352940,01,-90736,-20
2016,352940,02,-7043598,-1208
2016,352940,04,-90968,80
2016,352940,06,-81536,-15
2016,352940,08,-836364,148
2016,352940,09,-204856,-14
2016,353060,01,-192690,-82
2016,353060,02,-8109372,-2432
2016,353060,04,-123945,72
2016,353060,06,-279032,-58
2016,353060,08,-1256360,-1012
2016,353060,09,-129134,94
2016,353070,01,-7215,-5
2016,353070,02,-5241279,-2376
2016,353070,04,-229080,-150
2016,353070,06,-34727,-3
2016,353070,08,-255584,-235
2016,353070,09,-167203,-87
2016,353080,01,-12738,-6
2016,353080,02,-2397212,-678
2016,353080,04,-201644,-89
2016,353080,06,-7737,-3
2016,353080,08,-156789,-17
2016,353080,09,-170077,-57
2016,353440,01,-388435,-151
2016,353440,02,-20561197,-5763
2016,353440,04,-1324744,-593
2016,353440,06,-983014,-469
2016,353440,08,-4278785,-1279
2016,353440,09,-274934,103
2016,353650,01,-18103,-6
2016,353650,02,-4150220,-821
2016,353650,04,-96500,40
2016,353650,06,-1855,12
2016,353650,08,-289735,319
2016,353650,09,-795200,-307
2016,353800,01,3603,4
2016,353800,02,-5256399,-1178
2016,353800,04,-412932,-181
2016,353800,06,-42210,-2
2016,353800,08,-563883,52
2016,353800,09,-121290,-22
2016,353870,01,-5269,2
2016,353870,02,-13392460,-3751
2016,353870,04,-801636,-147
2016,353870,06,-84352,-19
2016,353870,08,-1128256,-2
2016,353870,09,431702,453
2016,353980,01,-114,3
2016,353980,02,-2603532,-581
2016,353980,04,17770,162
2016,353980,06,-54393,-7
2016,353980,08,-1017307,-544
2016,353980,09,100067,132
2016,354100,01,-17783,-10
2016,354100,02,-1720187,-558
2016,354100,04,-184333,-90
2016,354100,06,72687,6
2016,354100,08,-593273,-211
2016,354100,09,410359,387
2016,354140,01,-162,8
2016,354140,02,-3642922,-1045
2016,354140,04,33380,-8
2016,354140,06,-153460,-40
2016,354140,08,-335016,-113
2016,354140,09,-541308,-151
2016,354340,01,-69066,-37
2016,354340,02,-13280585,-2677
2016,354340,04,-348807,-101
2016,354340,06,-234669,-84
2016,354340,08,-1917234,-356
2016,354340,09,-1243930,-395
2016,354390,01,-43219,-17
2016,354390,02,-4528660,-1228
2016,354390,04,42312,25
2016,354390,06,-8954,-10
2016,354390,08,-558944,-98
2016,354390,09,132908,134
2016,354520,01,-3077,-2
2016,354520,02,-2621368,-812
2016,354520,04,-119425,-53
2016,354520,06,-10025,12
2016,354520,08,-152747,-8
2016,354520,09,-113198,74
2016,354580,01,16109,16
2016,354580,02,-5567734,-1898
2016,354580,04,45154,122
2016,354580,06,-23087,-14
2016,354580,08,289261,680
2016,354580,09,31324,109
2016,354730,01,-95566,-2
2016,354730,02,-8784796,-2112
2016,354730,04,-610157,-194
2016,354730,06,-144286,-71
2016,354730,08,-2347151,-788
2016,354730,09,81859,22
2016,354780,01,559588,252
2016,354780,02,-18219395,-5626
2016,354780,04,-428712,-65
2016,354780,06,-242831,-14
2016,354780,08,-1867058,-475
2016,354780,09,-437017,82
2016,354850,01,-62991,-4
2016,354850,02,-13855156,-5320
2016,354850,04,-724577,-248
2016,354850,06,-260091,-101
2016,354850,08,-6112287,-2991
2016,354850,09,299824,389
2016,354870,01,-34467,-7
2016,354870,02,-53735575,-10369
2016,354870,04,-2669552,-790
2016,354870,06,-569279,5
2016,354870,08,-13658215,-4551
2016,354870,09,-759152,323
2016,354880,01,-39138,-12
2016,354880,02,-13489994,-3538
2016,354880,04,-702698,-377
2016,354880,06,-201093,-74
2016,354880,08,-1593134,10
2016,354880,09,2205096,1236
2016,354890,01,10695,7
2016,354890,02,-7853404,-1899
2016,354890,04,-406686,-133
2016,354890,06,-67541,-16
2016,354890,08,-1082913,-437
2016,354890,09,-164050,-3
2016,354980,01,-17262,-15
2016,354980,02,-14184872,-3899
2016,354980,04,-698722,-153
2016,354980,06,-126319,-81
2016,354980,08,-1550276,-338
2016,354980,09,-466984,-153
2016,354990,01,-58281,-25
2016,354990,02,-32501056,-7591
2016,354990,04,-778280,-273
2016,354990,06,-1074042,-96
2016,354990,08,-3417499,-1464
2016,354990,09,24437,226
2016,355030,01,-3156999,-1060
2016,355030,02,-611323507,-107598
2016,355030,04,-20238750,-3978
2016,355030,06,-14931640,-2015
2016,355030,08,-108776141,-30700
2016,355030,09,8399399,10258
2016,355070,01,-2875,-2
2016,355070,02,-198152,-67
2016,355070,04,66753,40
2016,355070,06,-71454,-26
2016,355070,08,-196790,50
2016,355070,09,34532,24
2016,355100,01,-32862,-17
2016,355100,02,-2143228,-1152
2016,355100,04,-235289,-129
2016,355100,06,-60224,-27
2016,355100,08,-1409662,-915
2016,355100,09,500824,387
2016,355170,01,3749,1
2016,355170,02,-4979143,-1219
2016,355170,04,157023,146
2016,355170,06,-16176,12
2016,355170,08,436378,545
2016,355170,09,15639,28
2016,355220,01,-39892,-11
2016,355220,02,-26901673,-8048
2016,355220,04,-930222,-389
2016,355220,06,-867581,-214
2016,355220,08,-2054890,9
2016,355220,09,-1318425,44
2016,355240,01,-60275,-13
2016,355240,02,-8909535,-1667
2016,355240,04,-147103,-17
2016,355240,06,-622055,-32
2016,355240,08,-1218647,-276
2016,355240,09,-240553,-67
2016,355250,01,-795,7
2016,355250,02,-3051360,-525
2016,355250,04,-66571,92
2016,355250,06,-383455,-57
2016,355250,08,-719200,-213
2016,355250,09,-80191,93
2016,355280,01,22251,10
2016,355280,02,-2878783,-1010
2016,355280,04,-93279,-3
2016,355280,06,-60662,-5
2016,355280,08,-3020101,-1754
2016,355280,09,347471,384
2016,355410,01,-49960,-21
2016,355410,02,-7675301,-2560
2016,355410,04,-435426,-253
2016,355410,06,-9629,7
2016,355410,08,-1680806,-919
2016,355410,09,-92738,92
2016,355620,01,-38040,-20
2016,355620,02,-5267651,-949
2016,355620,04,56514,128
2016,355620,06,-43226,1
2016,355620,08,-476830,32
2016,355620,09,886854,249
2016,355670,01,-9436,-7
2016,355670,02,-4590453,-927
2016,355670,04,-163453,-21
2016,355670,06,-32416,-10
2016,355670,08,-403914,271
2016,355670,09,74237,-58
2016,410180,01,-13611,-6
2016,410180,02,-7481617,-574
2016,410180,04,-208592,-49
2016,410180,06,-74816,-18
2016,410180,08,-687106,-159
2016,410180,09,-107791,175
2016,410480,01,-6969,-6
2016,410480,02,-11071850,-3404
2016,410480,04,-672571,-314
2016,410480,06,-1464,5
2016,410480,08,-1015989,-249
2016,410480,09,314714,618
2016,410690,01,-315976,-88
2016,410690,02,-106528518,-20678
2016,410690,04,-2683190,-719
2016,410690,06,-1437261,-217
2016,410690,08,-6909075,749
2016,410690,09,-3577739,-62
2016,410830,01,-6831,0
2016,410830,02,-1831914,255
2016,410830,04,-105942,-19
2016,410830,06,84495,68
2016,410830,08,-132986,132
2016,410830,09,-167394,-65
2016,410940,01,-1841,-3
2016,410940,02,-3074510,-1080
2016,410940,04,-51341,-5
2016,410940,06,-62703,-51
2016,410940,08,-498122,-213
2016,410940,09,18533,87
2016,411370,01,-61080,-34
2016,411370,02,-14170432,-4087
2016,411370,04,-398499,-115
2016,411370,06,-334066,-79
2016,411370,08,-2495168,-576
2016,411370,09,685602,820
